"dryad_dataset_doi","dryad_version_id","dryad_file_id","file_path","file_size","mime_type","file_status","download_href","candidate_score","candidate_keep","query_term","source_title","source_authors","source_subjects","source_abstract","file_supported_tabular","file_supported_container"
"doi:10.5061/dryad.s8f38",13999,52418,"FEBuzzardCWMCalculations.R",5238,"text/plain","created","/api/v2/files/52418/download",44,TRUE,"""leaf phosphorus"" plant; ""leaf carbon"" plant","Data from: Re-growing a tropical dry forest: functional plant trait composition and community assembly during succession","Vanessa Buzzard; Catherine M. Hulshof; Trevor Birt; Cyrille Violle; Brian J. Enquist","filtering; Productivity Filtering Hypothesis","A longstanding goal of ecology and conservation biology is to understand the environmental and biological controls of forest succession. However, the patterns and mechanisms that guide successional trajectories, especially within tropical forests, remain unclear. We collected leaf functional trait and abiotic data across a 110-year chronosequence within a tropical dry forest in Costa Rica. Focusing on six key leaf functional traits related to resource acquisition and competition, along with measures of forest stand structure, we propose a mechanistic framework to link species composition, community trait distributions, and forest structure. We quantified the community-weighted trait distributions for specific leaf area, leaf dry matter concentration, leaf phosphorus concentration, leaf carbon to nitrogen ratio, and leaf stable isotopic carbon and nitrogen. We assessed several prominent hypotheses for how these functional measures shift in response to changing environmental variables (soil water content, bulk density and pH) across the chronosequence. Increasingly, older forests differed significantly from younger forests in species composition, above ground biomass and shifted trait distributions. Early stages of succession were uniformly characterized by lower values of community-weighted mean specific leaf area, leaf stable nitrogen isotope, and leaf phosphorus concentration. Leaf dry matter concentration and leaf carbon to nitrogen ratio were lower during earlier stages of succession, and each trait reached an optimum during intermediate stages of succession. The leaf carbon isotope ratio was the only trait to decrease linearly with increasing stand age indicating reduced water use efficiency in older forests. However, in contrast to expectations, community-weighted trait variances did not generally change through succession, and when compared to null expectations were lower than expected. The observed directional shift in community-weighted mean trait values is consistent with the ‘productivity filtering’ hypothesis where a directional shift in water and light availability shifts physiological strategies from ‘slow’ to ‘fast’. In contrast to expectations arising from niche based ecology, none of the community trait distributions were over-dispersed. Instead, patterns of trait dispersion are consistent with the abiotic filtering and/or competitive hierarchy hypotheses.",FALSE,FALSE
"doi:10.5061/dryad.s8f38",13999,52419,"FEBuzzardCWVCalculation.R",5460,"text/plain","created","/api/v2/files/52419/download",44,TRUE,"""leaf phosphorus"" plant; ""leaf carbon"" plant","Data from: Re-growing a tropical dry forest: functional plant trait composition and community assembly during succession","Vanessa Buzzard; Catherine M. Hulshof; Trevor Birt; Cyrille Violle; Brian J. Enquist","filtering; Productivity Filtering Hypothesis","A longstanding goal of ecology and conservation biology is to understand the environmental and biological controls of forest succession. However, the patterns and mechanisms that guide successional trajectories, especially within tropical forests, remain unclear. We collected leaf functional trait and abiotic data across a 110-year chronosequence within a tropical dry forest in Costa Rica. Focusing on six key leaf functional traits related to resource acquisition and competition, along with measures of forest stand structure, we propose a mechanistic framework to link species composition, community trait distributions, and forest structure. We quantified the community-weighted trait distributions for specific leaf area, leaf dry matter concentration, leaf phosphorus concentration, leaf carbon to nitrogen ratio, and leaf stable isotopic carbon and nitrogen. We assessed several prominent hypotheses for how these functional measures shift in response to changing environmental variables (soil water content, bulk density and pH) across the chronosequence. Increasingly, older forests differed significantly from younger forests in species composition, above ground biomass and shifted trait distributions. Early stages of succession were uniformly characterized by lower values of community-weighted mean specific leaf area, leaf stable nitrogen isotope, and leaf phosphorus concentration. Leaf dry matter concentration and leaf carbon to nitrogen ratio were lower during earlier stages of succession, and each trait reached an optimum during intermediate stages of succession. The leaf carbon isotope ratio was the only trait to decrease linearly with increasing stand age indicating reduced water use efficiency in older forests. However, in contrast to expectations, community-weighted trait variances did not generally change through succession, and when compared to null expectations were lower than expected. The observed directional shift in community-weighted mean trait values is consistent with the ‘productivity filtering’ hypothesis where a directional shift in water and light availability shifts physiological strategies from ‘slow’ to ‘fast’. In contrast to expectations arising from niche based ecology, none of the community trait distributions were over-dispersed. Instead, patterns of trait dispersion are consistent with the abiotic filtering and/or competitive hierarchy hypotheses.",FALSE,FALSE
"doi:10.5061/dryad.s8f38",13999,52417,"FEBuzzardSpTraits.csv",39058,"text/csv","created","/api/v2/files/52417/download",44,TRUE,"""leaf phosphorus"" plant; ""leaf carbon"" plant","Data from: Re-growing a tropical dry forest: functional plant trait composition and community assembly during succession","Vanessa Buzzard; Catherine M. Hulshof; Trevor Birt; Cyrille Violle; Brian J. Enquist","filtering; Productivity Filtering Hypothesis","A longstanding goal of ecology and conservation biology is to understand the environmental and biological controls of forest succession. However, the patterns and mechanisms that guide successional trajectories, especially within tropical forests, remain unclear. We collected leaf functional trait and abiotic data across a 110-year chronosequence within a tropical dry forest in Costa Rica. Focusing on six key leaf functional traits related to resource acquisition and competition, along with measures of forest stand structure, we propose a mechanistic framework to link species composition, community trait distributions, and forest structure. We quantified the community-weighted trait distributions for specific leaf area, leaf dry matter concentration, leaf phosphorus concentration, leaf carbon to nitrogen ratio, and leaf stable isotopic carbon and nitrogen. We assessed several prominent hypotheses for how these functional measures shift in response to changing environmental variables (soil water content, bulk density and pH) across the chronosequence. Increasingly, older forests differed significantly from younger forests in species composition, above ground biomass and shifted trait distributions. Early stages of succession were uniformly characterized by lower values of community-weighted mean specific leaf area, leaf stable nitrogen isotope, and leaf phosphorus concentration. Leaf dry matter concentration and leaf carbon to nitrogen ratio were lower during earlier stages of succession, and each trait reached an optimum during intermediate stages of succession. The leaf carbon isotope ratio was the only trait to decrease linearly with increasing stand age indicating reduced water use efficiency in older forests. However, in contrast to expectations, community-weighted trait variances did not generally change through succession, and when compared to null expectations were lower than expected. The observed directional shift in community-weighted mean trait values is consistent with the ‘productivity filtering’ hypothesis where a directional shift in water and light availability shifts physiological strategies from ‘slow’ to ‘fast’. In contrast to expectations arising from niche based ecology, none of the community trait distributions were over-dispersed. Instead, patterns of trait dispersion are consistent with the abiotic filtering and/or competitive hierarchy hypotheses.",TRUE,FALSE
"doi:10.5061/dryad.qfttdz0kg",183239,1566541,"Data_Kramp_et_al_2022.csv",8661,"application/vnd.ms-excel","copied","/api/v2/files/1566541/download",44,TRUE,"""leaf dry matter content"" plant; ""turgor loss point"" plant","Functional traits and their plasticity shift from tolerant to avoidant under extreme drought","Rosa Elisabeth Kramp; Pierre Liancourt; Maximiliane Herberich; Lara Saul; Sophie Weides; Katja Tielbörger; Maria Májeková","Biological sciences; Climate change scenario; Climate extremes; Drought intensity; Drought resistance strategies; Grasslands; Leaf area (LA); Leaf dry matter content (LDMC); Rainout shelters; Turgor loss point (TLP)","Under climate change, extreme droughts will limit water availability for plants. However, the species-specific responses make it difficult to draw general conclusions. We hypothesized that changes in species’ abundance in response to extreme drought can be best explained by a set of water economic traits under ambient conditions in combination with the ability to adjust these traits towards higher drought resistance. We conducted a four-year field experiment in temperate grasslands using rainout shelters with 30% and 50% rainfall reduction. We quantified the response as the change in species abundance between ambient conditions and the rainfall reduction. Abundance response to extreme drought was best explained by a combination of traits in ambient conditions and their functional adjustment, most likely reflecting plasticity. Smaller leaved species decreased less in abundance under drought. With increasing drought intensity, we observed a shift from drought tolerance, i.e. an increase leaf dry matter content, to avoidance, i.e. a less negative turgor loss point (TLP) in ambient conditions and a constancy in TLP under drought. We stress the importance of using a multidimensional approach of variation in multiple traits and the importance of considering a range of drought intensities to improve predictions of species’ response to climate change.",TRUE,FALSE
"doi:10.5061/dryad.qfttdz0kg",183239,1566540,"README_Kramp_et_al_2022.docx",13808,"application/vnd.openxmlformats-officedocument.wordprocessingml.document","copied","/api/v2/files/1566540/download",44,TRUE,"""leaf dry matter content"" plant; ""turgor loss point"" plant","Functional traits and their plasticity shift from tolerant to avoidant under extreme drought","Rosa Elisabeth Kramp; Pierre Liancourt; Maximiliane Herberich; Lara Saul; Sophie Weides; Katja Tielbörger; Maria Májeková","Biological sciences; Climate change scenario; Climate extremes; Drought intensity; Drought resistance strategies; Grasslands; Leaf area (LA); Leaf dry matter content (LDMC); Rainout shelters; Turgor loss point (TLP)","Under climate change, extreme droughts will limit water availability for plants. However, the species-specific responses make it difficult to draw general conclusions. We hypothesized that changes in species’ abundance in response to extreme drought can be best explained by a set of water economic traits under ambient conditions in combination with the ability to adjust these traits towards higher drought resistance. We conducted a four-year field experiment in temperate grasslands using rainout shelters with 30% and 50% rainfall reduction. We quantified the response as the change in species abundance between ambient conditions and the rainfall reduction. Abundance response to extreme drought was best explained by a combination of traits in ambient conditions and their functional adjustment, most likely reflecting plasticity. Smaller leaved species decreased less in abundance under drought. With increasing drought intensity, we observed a shift from drought tolerance, i.e. an increase leaf dry matter content, to avoidance, i.e. a less negative turgor loss point (TLP) in ambient conditions and a constancy in TLP under drought. We stress the importance of using a multidimensional approach of variation in multiple traits and the importance of considering a range of drought intensities to improve predictions of species’ response to climate change.",FALSE,FALSE
"doi:10.5061/dryad.brv15dvj0",312838,3428307,"Functional_traits.xlsx",20163,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","copied","/api/v2/files/3428307/download",43,TRUE,"plant* trait*","Balancing the nutrient needs: Optimizing growth in Malus sieversii seedlings through tailored nitrogen and phosphorus effects","Weiyi Zhou; Tao Ye; Lan Peng; Hongwei Zheng; Xiaobing Zhou; Benfeng Yin; Jing Zhang; Yuanming Zhang","Agriculture, forestry, and fisheries; hydraulic traits; gas exchange; Plant traits network; Fertilization methods; seedling regeneration; Nitrogen-phosphorus interaction","The impact of nitrogen (N) and phosphorus (P) on the physiological and biochemical processes crucial for tree seedling growth is substantial. Although the study of plant hydraulic traits in response to N and P is growing, comprehensive research on their combined effects remains limited. Malus sieversii , a key ancestral species of modern apples and a dominant species in Xinjiang's Tianshan wild fruit forest, is witnessing a decline due to climate change, pests and diseases, compounded by challenges in seedling regeneration. Addressing this, a four-year study was conducted to determine the optimal fertilization method for it. The experiment explored varying levels of N (N10, N20, N40) and P (P2, P4, P8), and their combined effects (N20Px: N20P2, N20P4, N20P8; NxP4: N10P4, N20P4, N40P4), assessing their impact on gas exchange, hydraulic traits, and the interplay among functional traits in Tianshan Mountains' M. sieversii seedlings. Our study revealed that all nitrogen treatments enhanced gas exchange, while phosphorus addition negatively impacted it. N10 significantly increasing leaf hydraulic conductivity. All phosphorus-inclusive fertilizers adversely affected hydraulic conductivity. P8, N20P4 and N20P8 notably increased seedlings' vulnerability to embolism. Seedlings can adaptively adjust multiple functional traits in response to nutrient changes. The research suggests N10 and N20 as the most effective fertilization treatments for M. sieversii seedlings in this region, while fertilization involving phosphorus is less suitable. This study contributes valuable insights into the specific nutrient needs of it, vital for conservation and cultivation efforts in the Tianshan region.",FALSE,FALSE
"doi:10.5061/dryad.brv15dvj0",312838,3428311,"README.md",3918,"text/markdown","created","/api/v2/files/3428311/download",43,TRUE,"plant* trait*","Balancing the nutrient needs: Optimizing growth in Malus sieversii seedlings through tailored nitrogen and phosphorus effects","Weiyi Zhou; Tao Ye; Lan Peng; Hongwei Zheng; Xiaobing Zhou; Benfeng Yin; Jing Zhang; Yuanming Zhang","Agriculture, forestry, and fisheries; hydraulic traits; gas exchange; Plant traits network; Fertilization methods; seedling regeneration; Nitrogen-phosphorus interaction","The impact of nitrogen (N) and phosphorus (P) on the physiological and biochemical processes crucial for tree seedling growth is substantial. Although the study of plant hydraulic traits in response to N and P is growing, comprehensive research on their combined effects remains limited. Malus sieversii , a key ancestral species of modern apples and a dominant species in Xinjiang's Tianshan wild fruit forest, is witnessing a decline due to climate change, pests and diseases, compounded by challenges in seedling regeneration. Addressing this, a four-year study was conducted to determine the optimal fertilization method for it. The experiment explored varying levels of N (N10, N20, N40) and P (P2, P4, P8), and their combined effects (N20Px: N20P2, N20P4, N20P8; NxP4: N10P4, N20P4, N40P4), assessing their impact on gas exchange, hydraulic traits, and the interplay among functional traits in Tianshan Mountains' M. sieversii seedlings. Our study revealed that all nitrogen treatments enhanced gas exchange, while phosphorus addition negatively impacted it. N10 significantly increasing leaf hydraulic conductivity. All phosphorus-inclusive fertilizers adversely affected hydraulic conductivity. P8, N20P4 and N20P8 notably increased seedlings' vulnerability to embolism. Seedlings can adaptively adjust multiple functional traits in response to nutrient changes. The research suggests N10 and N20 as the most effective fertilization treatments for M. sieversii seedlings in this region, while fertilization involving phosphorus is less suitable. This study contributes valuable insights into the specific nutrient needs of it, vital for conservation and cultivation efforts in the Tianshan region.",FALSE,FALSE
"doi:10.5061/dryad.mn652",12400,48924,"guiz data.xlsx",68501,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","created","/api/v2/files/48924/download",43,TRUE,"""leaf carbon"" plant","Data from: Interspecific competition alters leaf stoichiometry in 20 grassland species","Jordan Guiz; Anne Ebeling; Nico Eisenhauer; Nina Hacker; Lionel Hertzog; Yvonne Oelmann; Christiane Roscher; Cameron Wagg; Helmut Hillebrand","plant competition","The extensive use of traits in ecological studies over the last few decades to predict community functions has revealed that plant traits are plastic and respond to various environmental factors. These plant traits are assumed to predict how plants compete and capture resources. Variation in stoichiometric ratios both within and across species reflects resource capture dynamics under competition. However, the impact of local plant diversity on species-specific stoichiometry remains poorly studied. Here, we analyze how spatial and temporal diversity in resource-acquisition traits affects leaf elemental stoichiometry of plants (i.e., the result of resource capture) and how flexible this stoichiometry is depending on the functional composition of the surrounding community. Therefore, we assessed inter- and intraspecific variations of leaf carbon (C), nitrogen (N), and phosphorus (P) (and their ratios) of 20 grassland species in a large trait-based plant diversity experiment located in Jena (Germany) by measuring leaf elemental concentrations at the species-level along a gradient in plant trait dissimilarity. Our results show that plants showed large intra- and interspecific variation in leaf stoichiometry, which was only partly explained by the functional group identity (grass or herb) of the species. Elemental concentrations (N, P, but not C) decreased with plant species richness, and species tended to become more deviant from their monoculture stoichiometry with increasing trait dissimilarity in the community. These responses differed among species, some consistently increased or decreased in P and N concentrations; for other species, the negative or positive change in P and N concentrations increased with increasing trait difference between the target species and the remaining community. The strength of this relationship was significantly associated to the relative position of the species along trait gradients related to resource acquisition. Trait-difference and trait-diversity thus were important predictors of how species’ resource capture changed in competitive neighbourhoods.",FALSE,FALSE
"doi:10.5061/dryad.mn652",12400,48925,"README_for_guiz data.txt",789,"text/plain","created","/api/v2/files/48925/download",43,TRUE,"""leaf carbon"" plant","Data from: Interspecific competition alters leaf stoichiometry in 20 grassland species","Jordan Guiz; Anne Ebeling; Nico Eisenhauer; Nina Hacker; Lionel Hertzog; Yvonne Oelmann; Christiane Roscher; Cameron Wagg; Helmut Hillebrand","plant competition","The extensive use of traits in ecological studies over the last few decades to predict community functions has revealed that plant traits are plastic and respond to various environmental factors. These plant traits are assumed to predict how plants compete and capture resources. Variation in stoichiometric ratios both within and across species reflects resource capture dynamics under competition. However, the impact of local plant diversity on species-specific stoichiometry remains poorly studied. Here, we analyze how spatial and temporal diversity in resource-acquisition traits affects leaf elemental stoichiometry of plants (i.e., the result of resource capture) and how flexible this stoichiometry is depending on the functional composition of the surrounding community. Therefore, we assessed inter- and intraspecific variations of leaf carbon (C), nitrogen (N), and phosphorus (P) (and their ratios) of 20 grassland species in a large trait-based plant diversity experiment located in Jena (Germany) by measuring leaf elemental concentrations at the species-level along a gradient in plant trait dissimilarity. Our results show that plants showed large intra- and interspecific variation in leaf stoichiometry, which was only partly explained by the functional group identity (grass or herb) of the species. Elemental concentrations (N, P, but not C) decreased with plant species richness, and species tended to become more deviant from their monoculture stoichiometry with increasing trait dissimilarity in the community. These responses differed among species, some consistently increased or decreased in P and N concentrations; for other species, the negative or positive change in P and N concentrations increased with increasing trait difference between the target species and the remaining community. The strength of this relationship was significantly associated to the relative position of the species along trait gradients related to resource acquisition. Trait-difference and trait-diversity thus were important predictors of how species’ resource capture changed in competitive neighbourhoods.",TRUE,FALSE
"doi:10.5061/dryad.63q27",27578,100840,"climate.zip",282090,"application/zip","created","/api/v2/files/100840/download",43,TRUE,"""growth form"" plant trait; ""leaf phenology"" plant","Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.",FALSE,TRUE
"doi:10.5061/dryad.63q27",27578,100842,"GlobalLeafPhenologyDatabase.csv",148356,"text/csv","created","/api/v2/files/100842/download",43,TRUE,"""growth form"" plant trait; ""leaf phenology"" plant","Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.",TRUE,FALSE
"doi:10.5061/dryad.63q27",27578,100836,"GlobalWoodinessDatabase.csv",1372836,"text/csv","created","/api/v2/files/100836/download",43,TRUE,"""growth form"" plant trait; ""leaf phenology"" plant","Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.",TRUE,FALSE
"doi:10.5061/dryad.63q27",27578,100838,"PhylogeneticResources.zip",79519976,"application/zip","created","/api/v2/files/100838/download",43,TRUE,"""growth form"" plant trait; ""leaf phenology"" plant","Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.",FALSE,TRUE
"doi:10.5061/dryad.63q27",27578,100841,"README_for_climate.txt",4255,"text/plain","created","/api/v2/files/100841/download",43,TRUE,"""growth form"" plant trait; ""leaf phenology"" plant","Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.",TRUE,FALSE
