"query_term","dryad_dataset_doi","dryad_dataset_id","title","authors","abstract","source_subjects","field_of_science","storage_size","latest_version_id","fetch_page"
"""growth form"" plant trait","doi:10.5061/dryad.63q27",26988,"Data from: Three keys to the radiation of angiosperms into freezing environments","Amy E. Zanne; David C. Tank; William K. Cornwell; Jonathan M. Eastman; Stephen A. Smith; Richard G. FitzJohn; Daniel J. McGlinn; Brian C. O'Meara; Angela T. Moles; Peter B. Reich; Dana L. Royer; Douglas E. Soltis; Peter F. Stevens; Mark Westoby; Ian J. Wright; Lonnie Aarssen; Robert I. Bertin; Andre Calaminus; Rafaël Govaerts; Frank Hemmings; Michelle R. Leishman; Jacek Oleksyn; Pamela S. Soltis; Nathan G. Swenson; Laura Warman; Jeremy M. Beaulieu; Alejandro Ordonez","Early flowering plants are thought to have been woody species restricted to warm habitats1, 2, 3. This lineage has since radiated into almost every climate, with manifold growth forms4. As angiosperms spread and climate changed, they evolved mechanisms to cope with episodic freezing. To explore the evolution of traits underpinning the ability to persist in freezing conditions, we assembled a large species-level database of growth habit (woody or herbaceous; 49,064 species), as well as leaf phenology (evergreen or deciduous), diameter of hydraulic conduits (that is, xylem vessels and tracheids) and climate occupancies (exposure to freezing). To model the evolution of species’ traits and climate occupancies, we combined these data with an unparalleled dated molecular phylogeny (32,223 species) for land plants. Here we show that woody clades successfully moved into freezing-prone environments by either possessing transport networks of small safe conduits5 and/or shutting down hydraulic function by dropping leaves during freezing. Herbaceous species largely avoided freezing periods by senescing cheaply constructed aboveground tissue. Growth habit has long been considered labile6, but we find that growth habit was less labile than climate occupancy. Additionally, freezing environments were largely filled by lineages that had already become herbs or, when remaining woody, already had small conduits (that is, the trait evolved before the climate occupancy). By contrast, most deciduous woody lineages had an evolutionary shift to seasonally shedding their leaves only after exposure to freezing (that is, the climate occupancy evolved before the trait). For angiosperms to inhabit novel cold environments they had to gain new structural and functional trait solutions; our results suggest that many of these solutions were probably acquired before their foray into the cold.","growth form; Euphyllophyta; woodiness; freezing exposure; plant trait; Angiospermae; WorldClim; Spermatophyta; Tracheophyta",,84577050,27578,7
"""growth form"" plant trait","doi:10.5061/dryad.251q438",16434,"Data from: Trait correlation network analysis identifies biomass allocation traits and stem specific length as hub traits in herbaceous perennial plants","Michael Kleyer; Juliane Trinogga; Miguel A. Cebrián-Piqueras; Anastasia Trenkamp; Camilla Fløjgaard; Rasmus Ejrnæs; Tjeerd J. Bouma; Vanessa Minden; Martin Maier; Jasmin Mantilla-Contreras; Dirk C. Albach; Bernd Blasius; Rasmus Ejrnaes","Correlations among plant traits often reflect important trade‐offs or allometric relationships in biological functions like carbon gain, support, water uptake, and reproduction that are associated with different plant organs. Whether trait correlations can be aggregated to “spectra” or “leading dimensions,” whether these dimensions are consistent across plant organs, spatial scale, and growth forms are still open questions. To illustrate the current state of knowledge, we constructed a network of published trait correlations associated with the “leaf economics spectrum,” “biomass allocation dimension,” “seed dimension,” and carbon and nitrogen concentrations. This literature‐based network was compared to a network based on a dataset of 23 traits from 2,530 individuals of 126 plant species from 381 plots in Northwest Europe. The observed network comprised more significant correlations than the literature‐based network. Network centrality measures showed that size traits such as the mass of leaf, stem, below‐ground, and reproductive tissues and plant height were the most central traits in the network, confirming the importance of allometric relationships in herbaceous plants. Stem mass and stem‐specific length were “hub” traits correlated with most traits. Environmental selection of hub traits may affect the whole phenotype. In contrast to the literature‐based network, SLA and leaf N were of minor importance. Based on cluster analysis and subsequent PCAs of the resulting trait clusters, we found a “size” module, a “seed” module, two modules representing C and N concentrations in plant organs, and a “partitioning” module representing organ mass fractions. A module representing the plant economics spectrum did not emerge. Synthesis. Although we found support for several trait dimensions, the observed trait network deviated significantly from current knowledge, suggesting that previous studies have overlooked trait coordination at the whole‐plant level. Furthermore, network analysis suggests that stem traits have a stronger regulatory role in herbaceous plants than leaf traits.","Holocene; plant traits",,46070,16491,7
"""growth form"" plant trait","doi:10.5061/dryad.k7t33tg",23563,"Data from: Multiple parapatric pollinators have radiated across a continental fig tree displaying clinal genetic variation","Hui Yu; Enwei Tian; Linna Zheng; Xiaoxia Deng; Yufen Cheng; Lianfu Chen; Wei Wu; Wattana Tanming; Dayong Zhang; Stephen G. Compton; Finn Kjellberg","The ways that plant-feeding insects have diversified is central to our understanding of terrestrial ecosystems. Obligate nursery pollination mutualisms provide highly relevant model systems of how plants and their insect associates have diversified and the over 800 species of fig trees (Ficus) allow comparative studies. Fig trees can have one or more pollinating fig wasp species (Agaonidae) that breed within their figs, but factors influencing their number remain to be established. In some widely distributed fig trees, the plants form populations isolated by large swathes of sea, and the different populations are pollinated by different wasp species. Other Ficus species with continuous distributions may present genetic signatures of isolation by distance, suggesting more limited pollinator dispersal, which may also facilitate pollinator speciation. We tested the hypothesis that Ficus hirta, a species for which preliminary data showed genetic isolation by distance, would support numerous pollinator species across its range. Our results show that across its range Ficus hirta displays clinal genetic variation and is pollinated by nine parapatric species of Valisia. This is the highest number of pollinators reported to date for any Ficus species and it is the first demonstration of the occurrence of parapatric pollinator species on a fig host displaying continuous genetic structure. Future comparative studies across Ficus species should be able to establish the plant traits that have driven the evolution of pollinator dispersal behaviour, pollinator speciation and host plant spatial genetic structure.","plant growth form; Coevolution",,142756,23627,7
"""growth form"" plant trait","doi:10.5061/dryad.cz8w9ghzw",36438,"Data from: Environmental controls override grazing effects on plant functional traits in Tibetan rangelands","Yun Jäschke; Karsten Wesche; Gwendolyn Heberling","Plant functional traits are key to predict community responses to abiotic and biotic disturbances. Grazing is the dominant land use form in drylands and alpine environments, especially in Central Asian rangelands. Here, we address grazing effects and their relative importance against environmental controls on plant traits. We sampled 14 plant traits, which are potentially sensitive to grazing, from 127 taxa distributed across three grassland types in Tibetan pastures exposed to increasing levels of precipitation: steppe, steppe-meadow and meadow. We performed principal components analysis and fourth-corner analysis to explore the impacts of grazing and environment on multiple community-weighted mean (CWM) traits. We also used generalised linear mixed models to test the effects of grazing and environment on each CWM trait, and on three dimensions of functional trait diversity, i.e. functional richness (FRic), evenness (FEve) and divergence (FDiv). In addition, we undertook a mini-review of former studies on grazing effects on plant traits in Chinese grasslands. We found that CWM traits were mainly affected by climate and elevation rather than by grazing intensity. Only plant tissue C content was negatively affected by intensified grazing across grassland types. Plant growth form and life form were mainly influenced by elevation, while heights of canopy and inflorescence were controlled by temperature. Specific leaf area (SLA) was positively correlated with precipitation and soil total N content in steppes, while plant tissue N content was only correlated to livestock dung cover. Regarding functional trait diversity, FDiv in steppe-meadows and meadows, and FEve in meadows were reduced by grazing. Synthesis: Our results confirmed that environmental controls override grazing impact on CWM traits across Tibetan alpine grasslands. Most plants and their respective traits are adaptive to alpine climates as well as to grazing, and are thus hardly affected by locally intensified grazing intensity. In steppes, measures of functional diversity are apparently insensitive to grazing due to the dominant stress of drought and the long evolutionary history of grazing. However, in steppe-meadows and meadows, grazing may affect ecosystem functioning, as shown by the reduced values of FDiv and FEve under more intense grazing.","gradient; growth form; Leaf N; life form; plant height; Specific leaf area",,151250,45064,7
"""growth form"" plant trait","doi:10.5061/dryad.cc2fqz6bs",111266,"Thallus hydrophobicity: a low-cost method for understanding lichen ecophysiological responses to environmental changes","Natalia M. Koch; Raúl Díaz Dominguez; Ana Fávaro; Daniel Stanton","Premise : Methods to evaluate lichen thalli hydrophobicity were described in the past, but only recently this was shown to be an important functional trait related to water regulation dynamics that could be used to predict future climate change effects. Methods and Results: Our protocol requires only a micropipette, distilled water, a tripod and a phone or camera. Hydrophobicity is inferred from multiple metrics associated with absorption times of standardized droplets (initial and total absorption time). We used a dataset of 93 lichen taxa with different growth forms and from different biomes and demonstrated that this method is well suited for capturing different levels of hydrophobicity, including very hydrophilic species. Conclusions : Our results show that the measurement of lichen hydrophobicity is a rapid and low-cost method to assess an ecophysiologically based lichen functional trait that can be used with almost no limitations, including in different climates, lichen species, and growth forms.","Biological sciences; Ecophysiology; functional traits; Hydration; water absorption; Wettability","Biological sciences",145594,257858,7
"""growth form"" plant trait","doi:10.5061/dryad.2fqz612wm",122040,"Data from: Dispersal-related plant traits are associated with range size in the Atlantic Forest","Isis Petrocelli; Adriana Alzate; Alexander Zizka; Renske E. Onstein","Aim: The efficiency of animal-mediated seed dispersal is threatened by declines of animal populations, especially in tropical forests. We hypothesise that large-seeded plants with animal-mediated dispersal tend to have limited geographic ranges and face an increased risk of extinction due to the potential decline in seed dispersal by large-bodied fruit-eating and seed-dispersing animals (frugivores) Location: Atlantic Forest, Brazil, South America Taxon: Angiosperms Methods: First, we collected dispersal-related trait (dispersal syndrome, fruit size, seed size), growth form (tree, climber, other) and preferred vegetation type (open, closed) data for 1,052 Atlantic Forest plant species. Next, we integrated these with occurrence records, extinction risk assessments, and phylogenetic trees. Finally, we performed phylogenetic generalized least squares (PGLS) regressions to test the direct and interactive effects of dispersal-related traits and vegetation type on geographical range size. Results: Large-seeded species had smaller range sizes than small-seeded species, but only for species with animal-mediated dispersal, not for those dispersed by abiotic mechanisms. However, plants with abiotic dispersal had overall smaller range sizes than plants with animal-mediated dispersal. Furthermore, we found that species restricted to forests had smaller ranges than those occurring in open or mixed vegetation. Finally, at least 29% of the Atlantic Forest flora is threatened by extinction, but this was not related to plant dispersal syndromes. Main Conclusions: Large-seeded plants with animal-mediated dispersal may be suffering from dispersal limitation, potentially due to past and ongoing defaunation of large-bodied frugivores, leading to small range sizes. Other factors, such as deforestation and fragmentation, will probably modulate such effects of dispersal on range size, and ultimately extinction. Our study sheds light on the relationship between plant traits, mutualistic interactions and distribution that are key to the functioning of tropical forests.","Biological sciences; plant trait; Extinction risk; Atlantic Forest; functional trait; range size; phylogeny","Biological sciences",732681,336193,7
"""growth form"" plant trait","doi:10.5061/dryad.rv3tv",10150,"Data from: Effects of disturbance frequency and severity on plant traits: an assessment across a temperate flora","Tomas Herben; Jitka Klimesova; Milan Chytry","(1) Recent analyses of plant traits across large sets of species have revolutionized our understanding of plant functional differentiation. However, understanding of ecological relevance of this differentiation is contingent upon knowledge of environmental preferences of species, namely along gradients of disturbance and productivity for which no quantitative data were available until recently. (2) We examined the relationships of key functional traits (life-history categories, leaf-height-seed traits, clonal growth and bud bank traits) in the herb-dominated flora of Central Europe to species niche positions along the gradients of disturbance frequency, disturbance severity and productivity. (3) Life-history categories and bud bank size showed the strongest response to disturbance and productivity, whereas relationship of leaf-height-seed traits were much weaker. A number of traits, including clonal growth form and bud bank size, showed significantly unimodal response to disturbance frequency. Responses of many traits to disturbance frequency were different from their responses to disturbance severity. (4) Our findings support the notions that disturbance and productivity are key gradients of species functional differentiation and that disturbance severity and frequency select for different trait suites. Further the data indicate that in a predominantly herbaceous flora the traits of lifespan, clonal growth and resprouting show stronger relationship to the environment than the leaf-height-seed traits, which are more important in floras with high proportions of woody species. Since most previous trait analyses are based on woody-plant-dominated floras, patterns revealed in a herb-dominated flora deepen our understanding of the full range of variation within the plant kingdom.","clonal traits; LHS traits; disturbance indicator values; Ellenberg indicator values; bud bank",,130895,10191,7
"""growth form"" plant trait","doi:10.5061/dryad.7jj35",21859,"Data from: Plant traits determine the phylogenetic structure of arbuscular mycorrhizal fungal communities","Álvaro López-García; Sara Varela-Cervero; Martti Vasar; Maarja Öpik; Jose Miguel Barea; Concepción Azcón-Aguilar","Functional diversity in ecosystems has traditionally been studied using aboveground plant traits. Despite the known effect of plant traits on the microbial community composition, their effects on the microbial functional diversity are only starting to be assessed. In this study, the phylogenetic structure of arbuscular mycorrhizal (AM) fungal communities associated to plant species differing in life cycle and growth form, i.e. plant life forms, was determined to unravel the effect of plant traits on the functional diversity of this fungal group. The results of the 454-pyrosenquencing showed that the AM fungal community composition differed across plant life forms and this effect was dependent on the soil collection date. Plants with ruderal characteristics tended to associate with phylogenetically clustered AM fungal communities. By contrast, plants with resource-conservative traits associated with phylogenetically over-dispersed AM fungal communities. Additionally, the soil collected in different seasons yielded AM fungal communities with different phylogenetic dispersion. In summary, we found that the phylogenetic structure, and hence the functional diversity, of AM fungal communities is dependent on plant traits. This finding adds value to the use of plant traits for the evaluation of belowground ecosystem diversity, functions and processes.","Arbuscular mycorrhizal fungi; Gomeromycotina; plant traits; phylogenetic structure",,7523862,21923,7
"""growth form"" plant trait","doi:10.5061/dryad.d7wm37q6j",116076,"Morphology, anatomy and photosynthesis data for two leaf types of Ficus pumila","Jun-Yin Deng; Yong-Jin Wang; Lu-Fan Chen; Tong Luo; Rong Wang; Xiao-Yong Chen","Plants that display heteroblasty possess conspicuous variations in leaf morphology between their juvenile and adult phases, with certain species retaining juvenile-like leaves even in adulthood. Nevertheless, the ecological advantages of maintaining two or more distinct leaf types in heteroblastic plants at the adult stage remain unclear. The aim of this study is to examine the adaptive significance of heteroblastic leaves sampled from branches with divergent functions (sterile and fertile branches) of mature Ficus pumila individuals by comparing their morphological, anatomical, and physiological characteristics. Leaves on sterile branches (LSs) exhibited a significantly larger specific leaf area, thinner palisade and spongy tissues, lower chlorophyll contents, and lower light saturation points than leaves on fertile branches (LFs). These results demonstrate that LSs are better adapted to low light environments, while LFs are well equipped to take advantages of high light conditions. However, both LFs and LSs have a low light compensation point with no significant difference between them, indicating that they start to accumulate photosynthetic products under same light conditions. Interestingly, significant higher net photosynthetic rate was detected in LFs, showing they have higher photosynthetic capacity. Furthermore, LFs produced significant more nutrients compared to LSs, which may associate to their ability of accumulating more photosynthetic products under full light conditions and higher photosynthetic capacity. Overall, we observed a pattern of divergence in morphological features of leaves on two functional branches. Anatomical and physiological features indicate that LFs have an advantage in varied light conditions, providing amounts of photosynthetic products to support the sexual reproduction, while LSs adapt to low light environments. Our findings provide evidence that heteroblasty facilitates F. pumila to utilize varying light environments, likely associated with its growth form as a climbing plant. This strategy allows the plant to allocate resources more effectively and optimize its overall fitness.","Natural sciences; Heteromorphic leaves; Functional divergent traits; ecological adaptation","Natural sciences",2103813,256276,7
"""growth form"" plant trait","doi:10.5061/dryad.m6n56",18492,"Data from: Predicting peatland carbon fluxes from non-destructive plant traits","Ellie M. Goud; Tim R. Moore; Nigel T. Roulet","1. Determining the plant traits that best predict carbon (C) storage is increasingly important as global change drivers will affect plant species composition and ecosystem C cycling. Despite the critical role of peatlands in the global C cycle, trait-flux relationships in peatlands are relatively unknown. 2. We assessed the ability of four non-destructive plant traits to predict carbon dioxide (CO2) and methane (CH4) fluxes over two growing seasons in a temperate peatland in Ontario, Canada. We examined relationships between C-fluxes and leaf area, leaf persistence (deciduous, evergreen), growth form (woody, herbaceous), and aerenchyma tissue. To explore potential inconsistencies between different scales of data aggregation, traits were analysed at the level of plots, species and microsites. 3. CO2 fluxes showed a positive relationship with leaf area and leaf persistence, and a negative relationship with proportion of woody species. CH4 fluxes showed a positive relationship with aerenchyma and leaf area. The significance of trait-flux relationships differed based on whether data were averaged at the level of plot, species or microsite. 4. We recommend applying leaf area as a non-destructive trait to other systems where it is not ideal to measure traits destructively. A better understanding of the relationships between above and belowground traits is likely needed to further explain variation in ecosystem respiration and CH4 fluxes from plant traits.","net ecosystem exchange; peatlands; Community weighted mean; Methane; aerenchyma; leaf size; plant traits",,29653,18555,7
"""growth form"" plant trait","doi:10.5061/dryad.vn2sh",19570,"Data from: Lichen traits responding to aridity","Paula Matos; Pedro Pinho; Gregorio Aragón; Isabel Martinez; Alice Nunes; Amadeu M. V. M. Soares; Cristina Branquinho","1. Climate change is expected to cause several impacts at the global scale and drylands will be among the most affected areas. Thus, investigating how these changes will affect the composition, structure and functioning of dryland ecosystems has become a priority. From an ecological indicator point of view, several works have shown that functional diversity is better than species richness to understand ecosystem functioning or response to environmental factors. However most of these works focus on plants while those of other organisms remain largely unknown. Lichens are amongst the ecosystem components more sensitive to climatic changes due to several physiological and ecological characteristics. Their poikilohydric nature (therefore highly dependent on the atmosphere for water supply) and their ubiquity on terrestrial ecosystems underlie their potential as indicators of climate. Nonetheless, works specifically aiming to identify lichen functional traits that respond to aridity remain poorly explored, particularly in drylands. 2. We proposed to identify lichen functional traits and respective functional groups responding to aridity in a Mediterranean drylands ecosystem. 3. Lichen diversity was sampled in open holm-oak woodlands along an aridity gradient in SW Europe (Iberian Peninsula). Lichen functional traits that could be easily identified and related to water uptake were selected to be tested: type of photobiont, growth form and reproduction strategy. 4. Lichen species composition was related to the aridity gradient. The three traits chosen were related with the community's response to aridity, but with contrasting responses in different functional groups. More specifically crustose and fruticose lichens, isidiate species and the ones with Trentepohlia as photobiont were related to the less arid part of the gradient. Foliose species and cyanolichens, on the contrary, were associated with the most arid areas. 5. Synthesis We were able to identify lichen traits responding to aridity. Type of photobiont was particularly responsive, with Trentepohlia and cyanobacteria functional groups, responding clearly in contrasting ways to aridity in this drylands ecosystem. This work emphasizes functional diversity role on understanding and assessing the response to environmental factors, namely to climate. It also highlights the potential use of lichen functional groups as ecological indicators of climate change.","growth form; photobiont type; functional response groups; semi-arid",,68743,19634,7
"""growth form"" plant trait","doi:10.5061/dryad.3rj81",27316,"Data from: Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: evidence of multidimensional root traits","Ruili Wang; Qiufeng Wang; Ning Zhao; Zhiwei Xu; Xianjin Zhu; Cui Jiao; Guirui Yu; Nianpeng He; Cuicui Jiao","1. Although fine roots are essential for the water and nutrient uptake of plants, there is limited understanding of root trait variation and the underlying mechanism. 2. Here, six first-order root morphological and chemical traits were measured for 181 species from eight subtropical and boreal forests to test the hypothesis of different phylogenetic and environmental regulations of root morphological and nutrient traits result in the multidimensions of root traits. 3. Two independent root trait dimensions between root thickness and nutrient traits were detected at both species and community levels. At the species level, diameter-related traits were mainly restricted by phylogenetic structure and showed little plasticity to the changing environments, whereas the variation in woody root nutrient was influenced significantly by soil variables. For community-level traits, the diameter-related axis scores of principal component analysis (PCA) were mainly driven by mean annual temperature (MAT) through shifting species composition, whereas the root nutrient-related axis scores were strongly influenced by soil P availability. 4. From both species and community levels, our study confirms, that the root-thickness-related dimension and root nutrient dimension represent new support for the multidimensionality of root traits which are driven by different selection pressure. This study also underlines that the community-aggregated traits might serve as a promising avenue to improve our understanding of community assemblage processes, allowing us to predict changes of vegetation distributions in a changing climate.","community-level traits; plant growth form; root nutrient; environmental variables; first-order root; root thickness",,133601,27933,7
"""growth form"" plant trait","doi:10.5061/dryad.6pq3250",18638,"Data from: The unfolding of plant growth form-defence syndromes along elevation gradients","Emmanuel Defossez; Loïc Pellisier; Sergio Rasmann","Understanding the functional economics that drives plant investment of resources requires investigating the interface between plant phenotypes and the variation in ecological conditions. While allocation to defence represents a large portion of the carbon budget, this axis is usually neglected in the study of plant economic spectrum. Using a novel geometrical approach, we analysed the co‐variation in a comprehensive set of functional traits related to plant growth strategies, as well as chemical defences against herbivores on all 15 Cardamine species present in the Swiss Alps. By extracting geometrical information of the functional space, we observed clustering of plants into three main syndromes. Those different strategies of growth form and defence were also distributed within distinct elevational bands demonstrating an association between the functional space and the ecological conditions. We conclude that plant strategies converge into clear syndromes that trade off abiotic tolerance, growth and defence within each elevation zone.","Cardamine; Plant ecology",,20592,18701,7
"""growth form"" plant trait","doi:10.5061/dryad.7wm37pvtf",76999,"Data from: Putting vascular epiphytes on the traits map","Peter Hietz; Katrin Wagner; Flavio Nunes Ramos; Juliano Sarmento Cabral; Gerhard Zotz; Claudia Agudelo; Ana Maria Benavides; Manuel Cach Pérez; Catherine Cardelús; Nahelli Chilpa Galván; Lucas Costa; Rodolfo de Paula Oliveiras; Helena Einzmann; Rafael Farias; Valeria Guzmán Jacob; Michael Kessler; Catherine Kirby; Holger Kreft; Thorsten Krömer; Jamie Males; Samuel Monsalve Correa; Maria Moreno; Gunnar Petter; Casandra Reyes; Alfredo Saldaña; David Schellenberger; Amanda Taylor; Noé Velázquez Rosas; Wolfgang Wanek; Carrie Woods","Epiphyte trait data for the paper Hietz et al. 2021 Putting vascular epiphytes on the traits map. Journal of Ecology Plant functional traits impact the fitness and environmental niche of plants. Major plant functional types have been characterized by their trait spectrum, and the environmental and phylogenetic imprints on traits have advanced several ecological fields. Yet very few trait data on epiphytes, which represent almost 10% of vascular plants, are available. We collated &gt;80,000 mostly unpublished trait observations for 2,882 species of vascular epiphytes that were compared with non-epiphytic herbs and trees (mainly using data from www.try-db.org, which are not included in the Dryad dataset) to test hypotheses related to how the epiphytic habit affects traits, and if epiphytes occupy a distinct region in the global trait space. We also compared variation in traits among major groups of epiphytes, and investigated the coordination of traits in epiphytes, ground-rooted herbs and trees. Data include information on trait type, unit of measurement, species, individuals, location and data contributor. Epiphytes differ from ground-rooted plants mainly in traits related to water relations. Unexpectedly, we did not find lower leaf nutrient concentrations, except for nitrogen. Mean photosynthetic rates are much lower than in ground-rooted plants and lower than expected from the nitrogen concentrations. Trait syndromes clearly distinguish epiphytes from trees and from most non-epiphytic herbs. Among the three largest epiphytic taxa, orchids differ from bromeliads and ferns mainly by having smaller and more numerous stomata, while ferns differ from bromeliads by having thinner leaves, higher nutrient concentrations, and lower water content and water use efficiency. Trait networks differ among epiphytes, herbs and trees. While all have central nodes represented by specific leaf area and mass-based photosynthesis, in epiphytes, traits related to plant water relations have stronger connections, and nutrients other than potassium have weaker connections to the remainder of the trait network. Whereas stem specific density reflects mechanical support related to plant size in herbs and trees, in epiphytes it mostly reflects water storage and scales with leaf water content. Our findings advance our understanding of epiphyte ecology, but we note that currently mainly leaf traits are available. Important gaps are root, shoot and whole plant, demographic and gas exchange traits. We suggest how future research might use available data and fill data gaps.","epiphyte ecology; growth form; Leaf traits; nutrient relations; trait network; water relations",,26426430,145536,7
"""growth form"" plant trait","doi:10.5061/dryad.d2547d819",51212,"Global patterns of population genetic differentiation in seed plants","Diana Gamba; Diana Gamba; Nathan Muchhala","Evaluating the factors that drive patterns of population differentiation in plants is critical for understanding several biological processes such as local adaptation and incipient speciation. Previous studies have given conflicting results regarding the significance of pollination mode, seed dispersal mode, mating system, growth form, and latitudinal region in shaping patterns of genetic structure, as estimated by F ST values, and no study to date has tested their relative importance together across a broad scale. Here we assembled a 337-species dataset for seed plants from publications with data on F ST from nuclear markers and species traits, including variables pertaining to the sampling scheme of each study. We used species traits, while accounting for sampling variables, to perform phylogenetic multiple regressions. Results demonstrated that F ST values were higher for tropical, mixed-mating, non-woody species pollinated by small insects, indicating greater population differentiation, and lower for temperate, outcrossing trees pollinated by wind. Among the factors we tested, latitudinal region explained the largest portion of variance, followed by pollination mode, mating system and growth form, while seed dispersal mode did not significantly relate to F ST . Our analyses provide the most robust and comprehensive evaluation to date of the main ecological factors predicted to drive population differentiation in seed plants, with important implications for understanding the basis of their genetic divergence. Our study supports previous findings showing greater population differentiation in tropical regions and is the first that we are aware of to robustly demonstrate greater population differentiation in species pollinated by small insects.","F ST ; growth form; latitudinal region; seed dispersal mode",,427641,74280,7
"""growth form"" plant trait","doi:10.5061/dryad.z8w9ghxn9",134462,"Plant growth forms determine root resource acquisition strategy along ‘fast-slow’ economics spectrum in a temperate forest community","Siyuan Wang","While root acquisition strategies at regional and global scales are broadly associated with climate, soil resource availability, and plant phylogeny, there is additional variation in functional traits at the local scale that is substantial, yet remains poorly understood. We sampled 115 species across five growth forms (trees, shrubs, lianas, herbs, and ferns) from a temperate forest and measured seven key functional traits of first-order roots. Most trait variations were greater among growth forms than within them. Root tissue density (RTD) and specific root length (SRL) showed the highest variation compared with other traits. Variance partitioning analysis revealing the growth form showed the largest explaining of RTD and SRL variations. Among the five growth forms, herbs had the thinnest root diameter, highest root nitrogen concentration, and longest SRL, as well as the lowest ratio of root carbon to nitrogen, while ferns exhibited the thickest cortex thickness and stele diameter. Compared with trees and shrubs, lianas had longer SRL and lower RTD. Importantly, species aggregated in root economics space separately by growth forms, illustrating consistent differences in soil resource strategies among growth forms from fast to slow acquisition. Discriminant function analysis (DFA) demonstrated the primary roles of RTD and SRL in separating different growth forms within the root economics space. Such diverse strategies among plant growth forms may allow species to avoid strong competition and promote species coexistence in a local forest community. These findings improve our understanding of the mechanisms underlying community assembly and stability from a below-ground perspective.","Agriculture, forestry, and fisheries; absorptive root; plant life forms; root resource acquisition strategy; root functional traits; temperate secondary forest community","Agriculture, forestry, and fisheries",15145,313495,7
"""growth form"" plant trait","doi:10.5061/dryad.37pvmcvkv",72641,"Hydraulic prediction of drought-induced plant dieback and top-kill depends on leaf habit and growth form","Ya-Jun Chen; Brendan Choat; Frank Sterck; Phisamai Maenpuen; Masatoshi Katabuchi; Shu-Bin Zhang; Kyle Tomlinson; Rafael Oliveira; Yong-Jiang Zhang; Kun-Fang Cao; Steven Jansen","Hydraulic failure caused by severe drought contributes to aboveground dieback and whole-plant death. The extent to which dieback or whole-plant death can be predicted by plant hydraulic traits has rarely been tested among species with different leaf habits and/or growth forms. We investigated 19 hydraulic traits in 40 woody species in a tropical savanna and their potential correlations with drought response during an extreme drought event during the El Niño–Southern Oscillation in 2015. Plant hydraulic trait variation was partitioned substantially by leaf habit but not growth form along a trade-off axis between traits that support drought tolerance versus avoidance. Semi-deciduous species and shrubs had the highest branch dieback and top-kill (complete aboveground death) among the leaf habits or growth forms. Dieback and top-kill were well explained by combining hydraulic traits with leaf habit and growth form, suggesting integrating life history traits with hydraulic traits will yield better predictions.","Biological sciences","Biological sciences",88247,130639,7
"""growth form"" plant trait","doi:10.5061/dryad.kr13g",4938,"Data from: Niche construction by growth forms is as strong a predictor of species diversity as environmental gradients","Kari Anne Bråthen; Virve Tuulia Ravolainen","We present a conceptual framework that describes how species belonging to a growth form collectively can be niche constructors (i.e. modify niches) and affect species diversity in plant communities. We use an empirical assessment of tundra plant communities to illustrate the framework's utility. In doing so, we make a first investigation of collective niche construction in ecological communities. In tundra plant communities, growth forms differently affect ecosystem process rates and cause environmental modifications; thus, growth forms are strong candidates for being niche constructors. To assess the impact of growth form niche construction on plant species diversity, we excluded the species of the growth form applied as niche constructor when estimating the community species diversity. We assessed niche construction in 70 tundra meadow communities and 1450 randomly selected tundra plant communities that are distributed along ecological gradients in temperature, resource availability, competitive interference and herbivory. These gradients allowed us to concomitantly assess to what extent the niche construction is independent of environmental conditions. Growth forms varied from strong positive to neutral predictors of both species richness and Simpson index in the order of forbs, grasses, sedges, deciduous shrubs and evergreen shrubs, suggesting that growth forms have important roles as niche constructors in tundra plant communities. Also, the environmental conditions were strong predictors of species diversity, but they did not interact with or confound the effects of growth forms. Forbs and grasses were the least abundant growth forms, yet they were the strongest positive predictors of species diversity. Therefore, our results suggest a particular niche-constructing role of these growth forms for enhancing species diversity in tundra plant communities. Synthesis. In this study, we provide conceptual and empirical evidence for collective niche construction as a powerful ecological process that affects species diversity and that can act independently of environmental conditions. Species sharing a single trait or species belonging to a growth form can act as collective niche constructors, and as exemplified for growth forms in this study, be important predictors of species diversity in ecological communities.","tundra plant communities; bedrock nutrient content; collective niche construction; plant growth forms; moisture index; Empetrum nigrum; herbivore density; Holocene",,437061,4971,7
