"source_provider","provider_dataset_id","zenodo_record_id","doi","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale"
"zenodo","zenodo:19829670","19829670","10.5281/zenodo.19829670","plant* trait*","plantMASST - FASST searches results for the diet-related use cases","Mannochio-Russo, Helena","This deposition contains results of FASST searches conducted for the diet-related studies employed as use cases in the plantMASST manuscript.",,"dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19824710","19824710","10.5281/zenodo.19824710","plant* trait*","METHODS OF PROCESSING GRAPES FOR THE PRODUCTION OF FUNCTIONAL DRINKS","Zaripov G.T; Ruzieva Z.A; Mirzaeva Sh.U","&nbsp; The article describes technological methods for processing grape berries and secondary products of their processing. An important source of biologically active substances is grape pomace, seeds, and skins, which contain a significant number of essential compounds. From grape pomace, tartaric acid salts, CO₂ extracts, grape oil, resveratrol, and plant-based flour are obtained. An improved structural scheme for producing clarified grape juice using CO₂ detartrating has been developed. A process flow diagram for grape processing has been designed. The chemical composition of grape seeds cultivated in the Republic of Uzbekistan has been studied. The content of resveratrol in a CO₂ extract obtained from grape skins has been determined. The amino acid composition of grape seed cake from the red Aleatico variety, obtained using the CO₂ method, has been analyzed.",,"dataset",,10,TRUE,"plant_hits=2; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:11066096","11066096","10.5281/zenodo.11066096","plant* trait*","Genome-wide association summary statistics for trail making phenotypes from UK Bioabnk, and Genes & Cognition study","Rahman, Md Shafiqur","This repository contains genome-wide association study (GWAS) summary statistics for the following executive function traits: Trail Making Numeric (TMN) Trail Making Alpha Numeric (TMA) Mental Plasticity (TMD = TMA &minus; TMN) These data are derived from the study: &ldquo;Genetic landscape of adult executive function reveals a cell-type specific developmental origin.&rdquo; For full methodological details, please refer to the original publication at: Summary statistics are provided for: Genes and Cognition (G&amp;C) UK Biobank (UKB) Meta-analysis (G&amp;C + UKB) 1. Genes and Cognition (G&amp;C) TMN: tmn_gwas_gc.txt TMA: tma_gwas_gc.txt TMD: tmd_gwas_gc.txt 2. UK Biobank (UKB) TMN: tmn_gwas_ukb.txt TMA: tma_gwas_ukb.txt TMD: tmd_gwas_ukb.txt 3. Meta-analysis TMN: tmn_meta.txt TMA: tma_meta.txt TMD: tmd_meta.txt &nbsp; Column Descriptions : UKB and G&amp;C Summary Statistics SNP: rs identifier for the SNP CHR: chromosome (GRCh37 build)&nbsp; BP: base pair (GRCh37 build)&nbsp; A1: effect allele&nbsp; A2: reference allele&nbsp; A1FREQ: effect allele frequency&nbsp; INFO: imputation information CHISQ: Chi-square statistics P: p-value&nbsp; BETA: effect size of effect allele SE: standard error&nbsp; N: sample size &nbsp; Column Descriptions : Meta-analysis Summary Statistics A1: effect allele&nbsp; A2: reference allele&nbsp; A1FREQ: estimated frequency of the effect allele FreqSE: standard error of the estimated effect allele frequency MinFreq: minimum observed allele frequencies MaxFreq: maximum observed allele frequencies BETA: meta-analysed effect size SE: standard error of the meta-analysed effect size P: p-value Direction: effect direction across studies (+ / &minus; / ?) HetISq: I&sup2; statistic (heterogeneity measure) HetChiSq: Cochran&rsquo;s Q statistic HetDf: degrees of freedom for the heterogeneity test HetPVal: p-value for heterogeneity N: sample size contributing to the meta-analysis. SNP: rs identifier for the SNP CHR: chromosome (GRCh37 build)&nbsp; BP: base pair (GRCh37 build)&nbsp; &nbsp; &nbsp; &nbsp;",,"dataset",,10,FALSE,"plant_hits=0; trait_hits=2; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19823072","19823072","10.5281/zenodo.19823072","plant* trait*","Chromosome-scale genome assemblies of duckweeds","Tek, Mümin İbrahim; Boyle, Brian; Normandeau, Eric; Lecomte, Laurie; Sabri, Mourad; Torkamaneh, Davoud","Chromosome-scale genome assembly of four duckweed species: Spirodela polyrhiza, Lemna minuta, Lemna japonica and Lemna aequinoctialis x (hybrid between L. aequinoctialis and unresolved parental lineage)","genome; plant; duckweed; genome assembly; genomic data; Omni-C; HiFi","dataset",,6,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19709141","19709141","10.5281/zenodo.19709141","plant* trait*","CHETNA-Power Plants: Unit-Level Inventory with Daily Generation and CO₂ Emissions for India (2018–2025)","zhou, chuanlong","The CHETNA&ndash;Power Plants dataset provides a unit-level, daily record of electricity generation and associated CO₂ emissions for India&rsquo;s power sector covering the period 2018&ndash;2025 . The dataset integrates a harmonized plant&ndash;unit inventory with daily power generation records and unit-year-specific emission intensity estimates, enabling consistent tracking of power-sector activity and emissions at high spatial and temporal resolution. The dataset covers all major power-generation technologies in India, including coal-fired thermal power plants, gas&ndash;diesel units, hydropower, and nuclear power. For each generating unit, the inventory component provides standardized identifiers, geographic location, administrative attributes, installed and monitored capacity, fuel type, generation technology, commissioning and retirement information, and annual performance indicators. Daily records report gross and net electricity generation, outage indicators, and estimated CO₂ emissions, with explicit flags to distinguish reported values from gap-filled, rescaled, or constrained estimates. CO₂ emissions are estimated by linking harmonized daily electricity generation with unit-year-specific emission intensity, allowing the dataset to capture heterogeneity in operational performance across plants and units rather than relying on fuel-based temporal downscaling or uniform emission factors. Uncertainty bounds are provided for emission intensity and daily emissions to document model-related uncertainty and data-processing effects. All data processing steps, including plant&ndash;unit matching, gap filling, and consistency constraints, are transparently documented. The CHETNA&ndash;Power Plants dataset is intended to support high-resolution emission monitoring, model evaluation, efficiency benchmarking, and system-level analyses of power-sector emissions and operational dynamics in India. A detailed description of all dataset attributes, variables, units, and flags is provided in the table below. &nbsp; Data Files: CHETNA_Power_Plants_inventory.csv: plant&ndash;unit inventory records CHETNA_Power_Plants_daily.csv: daily plant-unit power generation and CO2 emission records. SD_code_upload.zip: code used for data processing, machine learning modeling, &nbsp;validation, and visualization &nbsp; Table 1. Attributes of the CHETNA&ndash;Power Plants inventory: plant-level static characteristics 1 Variable name Description Unit zone_name Power grid zone of the plant &ndash; type Plant type &ndash; state_id Indian state or union territory &ndash; plant_name Standardized plant name &ndash; unit Unit identifier within the plant &ndash; possible_names Alternative plant names used across datasets &ndash; latitude, longitude Geo location of the plant degrees unit_status Operational status of the unit &ndash; start_year Year of commissioning year retired_year Year of retirement (if applicable) year fuel_gem Primary fuel category (GEM classification) &ndash; technology Generation technology &ndash; fuel1 Primary fuel type &ndash; fuel2 Secondary fuel type (if applicable) &ndash; installed_capacity_mw Installed capacity MW monitored_capacity_mw Capacity covered by operational records MW &sup1; The inventory is provided as a single file; its attributes are presented across Tables 3 and 4 for clarity. This table lists time-invariant attributes describing each plant and unit. Table 2 . Attributes of the CHETNA&ndash;Power Plants inventory: unit-level annual operational and emission characteristics 1 Variable name Description Unit fiscal_year Fiscal year of record &ndash; plant_name Standardized plant name &ndash; unit Unit identifier within the plant &ndash; net_generation_mu Annual net electricity generation MU (GWh) fuel_1_consumption_if_coal_only_national_coal Annual fuel-1 consumption (domestic coal) t fuel_1_consumption_only_for_imported_coal Annual fuel-1 consumption (imported coal) t fuel_2_consumption Annual fuel-2 consumption t gcvkcal_kg_fuel_1_if_coal_only_national_coal GCV of domestic coal kcal kg⁻&sup1; gcvkcal_kg_fuel_1_only_for_imported_coal GCV of imported coal kcal kg⁻&sup1; gcvkcal_kg_fuel_2 GCV of secondary fuel kcal kg⁻&sup1; co2ton_fuel_1, co2ton_fuel_2 CO₂ emissions from fuel 1 and fuel 2 t CO₂ co2_fuel2_pct Share of fuel-2 in total CO₂ emissions % total_co2ton Total annual CO₂ emissions t CO₂ emission_factor_ton_mwh 2 CO₂ emission intensity t CO₂ MWh⁻&sup1; auxilary_cons_pct_cal Auxiliary consumption rate % is_emission_factor_predicted Flag indicating predicted emission factor 0/1 daily_agg_gross_GWh Aggregated daily gross generation GWh lower_95_prediction_emission_factor_ton_mwh Lower 95 % bound from the ML model t CO₂ MWh⁻&sup1; upper_95_prediction_emission_factor_ton_mwh Upper 95 % bound from the ML model t CO₂ MWh⁻&sup1; emission_factor_ton_mwh_knn_q05 5th percentile bound from scenario analysis with KNN t CO₂ MWh⁻&sup1; emission_factor_ton_mwh_knn_q25 25th percentile bound from scenario analysis with KNN t CO₂ MWh⁻&sup1; emission_factor_ton_mwh_knn_q75 75th percentile bound from scenario analysis with KNN t CO₂ MWh⁻&sup1; emission_factor_ton_mwh_knn_q95 95th percentile bound from scenario analysis with KNN t CO₂ MWh⁻&sup1; emission_factor_ton_mwh_knn_mean Mean EF from scenario analysis with KNN t CO₂ MWh⁻&sup1; &sup1; The inventory is provided as a single file; its attributes are presented across Tables 3 and 4 for clarity. This table lists annually resolved attributes describing unit operation and emissions. 2 All emission intensity values in the dataset are expressed as CO₂ emitted per unit of net electricity generated (tCO₂/MWh). Table 3. Attributes in the CHETNA&ndash;Power daily report dataset Variable name Description Unit state Indian state or union territory &ndash; date Calendar date YYYY-MM-DD plant_name Standardized plant name &ndash; unit Unit identifier &ndash; type Plant type &ndash; fiscal_year Fiscal year &ndash; actual_GWh Reported gross electricity generation GWh net_generation Net electricity generation GWh outage_flag Indicator of unit outage 0/1 emissions_tons Estimated daily CO₂ emissions t CO₂ prediction_flag 1 Flag indicating predicted daily emissions P, S, C emissions_tons_lower_95 Lower 95 % bound of daily CO₂ emissions t CO₂ emissions_tons_upper_95 Upper 95 % bound of daily CO₂ emissions t CO₂ emissions_tons_knn_q05 5th percentile (KNN) t CO₂ emissions_tons_knn_q95 95th percentile (KNN) t CO₂ &sup1; Quality flags indicate the processing status of the underlying daily generation value: P &mdash; gap-filled by the machine-learning model; S &mdash; rescaled to match CEA annual totals; C &mdash; proportionally adjusted to enforce plant-level consistency. &nbsp; Practical usage notes ● &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Fiscal year. All annual variables in the inventory file are reported by the Indian fiscal year, which runs from 1 April of the starting year to 31 March of the following year. For example, ""Fiscal year 2023&ndash;24"" covers 2023-04-01 to 2024-03-31. Users merging the dataset with other sources should take care of the calendar alignment. ● &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Daily records granularity. Plant-total records (defined as unit = 0) are provided across the entire period. Subunit records (unit &gt; 0) may not be available for earlier years. Users should be aware that the absence of unit-level records for a given plant in early periods does not imply that its units were inactive. When aggregating data, summing unit-level records together with the plant-total record will double-count generation and emissions for that plant; users should select a single reporting granularity based on their analysis. ● &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Emission uncertainty. The two emission bounds provided in the dataset represent model predictive uncertainty and unit operational variability, respectively. Users are encouraged to re-estimate the operational variability bounds for their own use cases, for example, by modifying the KNN configuration (number of neighbors, feature weighting, or similarity metric) to reflect alternative definitions of a ""comparable"" unit, or by integrating independent external information to further constrain the emission intensity bounds. ● &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Future updates. The present release is a frozen version prepared for this publication. We plan to update the dataset regularly; however, we note that both the CEA and NPP websites have undergone significant revisions recently. Subsequent releases will be issued once the new data streams from the updated official sources have been integrated.",,"dataset",,6,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19472633","19472633","10.5281/zenodo.19472633","plant* trait*","Data: Alder presence in plantations affects the characteristics of the leaf litter of non-nitrogen-fixing tree species and its subsequent decomposition by stream microbes","Ferreira, Verónica; Barreto, Guilherme; Smith, Andrew","Data supporting the findings reported in the paper Ferreira V., Barreto G. &amp; Smith A. R. 2026. Alder presence in plantations affects the characteristics of leaf litter of non-nitrogen-fixing tree species and its subsequent decomposition by stream microbes.&nbsp; Ecosystems, https://doi.org/10.1007/s10021-026-01066-y","alder decline; aquatic hyphomycetes; biological invasion; forest change; microbial colonization; nitrogen-fixing species; stream functioning; terrestrial-aquatic linkage; litter decomposition; litter mixing effects; monocultures; mixed plantations","dataset",,17,TRUE,"plant_hits=6; trait_hits=1; measurement_hits=0; exclude_hits=1; kw_hits=0"
"zenodo","zenodo:19787353","19787353","10.5281/zenodo.19787353","plant* trait*","PUDL Raw FERC Form 714","Gosnell, Christina; Selvans, Zane","Federal Energy Regulatory Commission (FERC) Form 714 Data, archived from https://www.ferc.gov/industries-data/electric/general-information/electric-industry-forms/form-no-714-annual-electric/data This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","electricity; electric; utility; planning area; form 714; ferc714; balancing authority; demand; system lambda; ferc; federal energy regulatory commission; hourly; generation; interchange; forecast; load; adjacency; plants; f31f0894-639e-4bc2-9b7f-8a84713bcc87","dataset",,6,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19650862","19650862","10.5281/zenodo.19650862","plant* trait*","PUDL Raw FERC Form 6","Catalyst Cooperative","The Federal Energy Regulatory Commission (FERC) Form 6 is a comprehensive financial and operating report submitted for oil pipelines rate regulation and financial audits. Archived from https://www.ferc.gov/industries-data/electric/general-information/electric-industry-forms/form-66-q-overview-orders This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","accounting; capex; capital; capital expenses; contract; cost; debt; depreciation; federal energy regulatory commission; ferc; ferc6; finance; form 6; operating expenses; opex; ownership; plant in service; price; receipts; 21d71f60-6073-421a-9208-e4d1adfc4ee2","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19650866","19650866","10.5281/zenodo.19650866","plant* trait*","PUDL Raw FERC Form 60","Catalyst Cooperative","The Federal Energy Regulatory Commission (FERC) Form 60 is a comprehensive financial and operating report submitted for centralized service companies. Archived from https://www.ferc.gov/ferc-online/ferc-online/filing-forms/service-companies-filing-forms/form-60-annual-report This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","accounting; capex; capital; capital expenses; contract; cost; debt; depreciation; federal energy regulatory commission; ferc; ferc60; finance; form 60; operating expenses; opex; ownership; plant in service; price; receipts; a64f9e22-fe9a-4f46-801d-c1a9b5f492b0","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19787348","19787348","10.5281/zenodo.19787348","plant* trait*","PUDL Raw FERC Form 2","Gosnell, Christina; Selvans, Zane","Raw Federal Energy Regulatory Commission (FERC) Form 2 data, archived from https://www.ferc.gov/industries-data/natural-gas/industry-forms/form-2-2a-3-q-gas-historical-vfp-data This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","natural gas; gas; utility; plant; pipeline; energy; cost; expense; price; heat content; ferc; form 2; federal energy regulatory commission; capital; accounting; depreciation; finance; plant in service; opex; capex; accounts; investment; capacity; usa; 894a87fd-cc94-46d1-903a-44be6e77d450","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19787342","19787342","10.5281/zenodo.19787342","""specific leaf area"" plant","PUDL Raw EIA Form 923 -- Power Plant Operations Report","Catalyst Cooperative","The EIA Form 923 collects detailed monthly and annual electric power data on electricity generation, fuel consumption, fossil fuel stocks, and receipts at the power plant and prime mover level. Archived from https://www.eia.gov/electricity/data/eia923 This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives","MW; MWh; ash; bituminous; boilers; capacity; carbon dioxide; chlorine; co2; coal; combined_cycle; combustion; distribution; eia; eia923; electric; electricity; emissions; energy; energy information administration; federal; form 923; fuel; fuel cost; fuel price; generation; generators; ghg; government; heat content; heat rate; hydro; kW; kWh; kilowatt hours; kilowatts; lignite; megawatt hours; megawatts; mercury; mmbtu; monthly; natural gas; nox; nuclear; particulate; planned; plant; pm2.5; pollution; power; prime mover; proposed; retirement; so2; solar; sox; steam; subbituminous; sulfur; transmission; turbine; united states; us; usa; utility; wind","dataset",,-10,FALSE,"veto_match=power plant operations|PUDL|EIA form 923"
"zenodo","zenodo:19787331","19787331","10.5281/zenodo.19787331","""specific leaf area"" plant","PUDL Raw EIA Form 860M","Catalyst Cooperative; Gosnell, Christina; Selvans, Zane","Raw US Energy Information Administration (EIA) Form 860M data, archived from https://www.eia.gov/electricity/data/eia860m/ This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","preliminary; year to date; electricity; electric; boiler; generator; plant; utility; fuel; coal; natural gas; prime mover; eia860m; eia860; retirement; capacity; planned; proposed; energy; hydro; solar; wind; nuclear; form 860M; eia; annual; gas; ownership; steam; turbine; combustion; combined cycle; eia; energy information administration; usa; 863ba550-1faa-11eb-8dfb-a45e60b93f07","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19787332","19787332","10.5281/zenodo.19787332","""specific leaf area"" plant","PUDL Raw FERC Form 1","Gosnell, Christina; Selvans, Zane","Raw Federal Energy Regulatory Commission (FERC) Form 1 data, archived from https://www.ferc.gov/industries-data/electric/general-information/electric-industry-forms/form-1-electric-utility-annual This archive contains raw input data for the Public Utility Data Liberation (PUDL) software developed by Catalyst Cooperative . It is organized into Frictionless Data Packages . For additional information about this data and PUDL, see the following resources: The PUDL Repository on GitHub PUDL Documentation Other Catalyst Cooperative data archives &nbsp;","electricity; electric; utility; plant; steam; generation; cost; expense; price; heat content; ferc; form 1; federal energy regulatory commission; capital; accounting; depreciation; finance; plant in service; hydro; coal; natural gas; gas; opex; capex; accounts; investment; capacity; usa; d3d91c87-c595-49d5-a7f3-e5f5669c8306","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19818864","19818864","10.5281/zenodo.19818864","""specific leaf area"" plant","The one hundred tree species prioritized for planting in the tropics and subtropics as indicated by database mining: standardization of 830 prioritized species to World Flora Online version 2023.12","Kindt, Roeland","The&nbsp; GlobalUsefulNativeTrees database (GlobUNT; https://patspo.shinyapps.io/GlobalUsefulTrees/ ; Kindt et al. 2023 ) allows users to filter native useful tree species for any country in the world. One of the filters in this database refers to the The one hundred tree species prioritized for planting in the tropics and subtropics as indicated by database mining (Kindt et al. 2021 ). A version of GlobUNT will be released in 2026 that includes all 830 species listed in the prioritized list, whereas not all species were included in older versions.&nbsp;&nbsp; This archive provides standardizations to the same taxonomic backbone of World Flora Online (Borsch et al. 2020 ; taxonomic backbone version 2023.12; Kindt 2020 ) as used for standardizations included in GlobUNT. It is also the same taxonomic backbone, and the same standardization protocols, that were used for the 2025 update of the Agroforestry Species Switchboard (Kindt et al. 2025 ). Hence crosslinking to databases listed in the Switchboard to obtain details for species of interest should be straightforward; a direct hyperlink to the Switchboard is also included in the archive. One of the columns in the archive indicates whether information on the environmental distribution of a species is available from the TreeGOER (Kindt 2023 ; https://doi.org/10.5281/zenodo.7922927 ) or TreeGOER+ ( https://doi.org/10.5281/zenodo.11208040 ) databases. &nbsp; References Kindt, R., Graudal, L., Lilles&oslash;, JP.B. et al. GlobalUsefulNativeTrees, a database documenting 14,014 tree species, supports synergies between biodiversity recovery and local livelihoods in landscape restoration. Sci Rep 13 , 12640 (2023). https://doi.org/10.1038/s41598-023-39552-1 Kindt R, Dawson IK, Lilles&oslash; J-PB, Muchugi A, Pedercini F, Roshetko JM, van Noordwijk M, Graudal L, Jamnadass R. 2021. The one hundred tree species prioritized for planting in the tropics and subtropics as indicated by database mining. Working Paper No. 312. World Agroforestry, Nairobi, Kenya. DOI http://dx.doi.org/10.5716/WP21001.PDF Borsch, T., Berendsohn, W., Dalcin, E., Delmas, M., Demissew, S., Elliott, A., Fritsch, P., Fuchs, A., Geltman, D., G&uuml;ner, A., Haevermans, T., Knapp, S., le Roux, M.M., Loizeau, P.-A., Miller, C., Miller, J., Miller, J.T., Palese, R., Paton, A., Parnell, J., Pendry, C., Qin, H.-N., Sosa, V., Sosef, M., von Raab-Straube, E., Ranwashe, F., Raz, L., Salimov, R., Smets, E., Thiers, B., Thomas, W., Tulig, M., Ulate, W., Ung, V., Watson, M., Jackson, P.W. and Zamora, N. (2020), World Flora Online: Placing taxonomists at the heart of a definitive and comprehensive global resource on the world's plants. TAXON, 69: 1311-1341. https://doi.org/10.1002/tax.12373 Roeland Kindt, Ilyas Siddique, Ian Dawson, Innocent John, Fabio Pedercini, Jens-Peter B. Lilles&oslash;, Lars Graudal. 2025. The Agroforestry Species Switchboard, a global resource to explore information for 107,269 plant species. Sci Data 12 , 1150 (2025). https://doi.org/10.1038/s41597-025-05492-w Kindt, R. 2020. WorldFlora: An R package for exact and fuzzy matching of plant names against the World Flora Online taxonomic backbone data. Applications in Plant Sciences 8(9): e11388. https://doi.org/10.1002/aps3.11388 Kindt, R. (2023). TreeGOER: A database with globally observed environmental ranges for 48,129 tree species. Global Change Biology, 00, 1&ndash;16. https://onlinelibrary.wiley.com/doi/10.1111/gcb.16914 .&nbsp; &nbsp; Funding The development of the GlobalUsefulNativeTrees database was supported by the Darwin Initiative to project DAREX001 of Developing a Global Biodiversity Standard certification for tree-planting and restoration , by Norway&rsquo;s International Climate and Forest Initiative through the Royal Norwegian Embassy in Ethiopia to the Provision of Adequate Tree Seed Portfolio project in Ethiopia, by the Green Climate Fund through the IUCN-led Transforming the Eastern Province of Rwanda through Adaptation project and through the Readiness proposal on Climate Appropriate Portfolios of Tree Diversity for Burkina Faso , by the Bezos Earth Fund to the Quality Tree Seed for Africa in Kenya and Rwanda project and by the German International Climate Initiative (IKI) to the regional tree seed programme on The Right Tree for the Right Place for the Right Purpose in Africa . &nbsp;",,"dataset",,19,TRUE,"plant_hits=5; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
