species_name,family,genus,higher_plant_group,subfamily,growth_form_canonical,growth_form_n_records,growth_form_conflict,is_graminoid,is_bamboo,is_bryophyte
Carpinus londoniana,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpinus omeiensis,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpinus orientalis,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpinus tropicalis,,Carpinus,,,tree,2,FALSE,FALSE,FALSE,FALSE
Carpinus tschonoskii,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpinus turczaninowii,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpinus viminea,,Carpinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpobrotus chilensis,,Carpobrotus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carpobrotus deliciosus,,Carpobrotus,,,herb,2,FALSE,FALSE,FALSE,FALSE
Carpobrotus edulis,,Carpobrotus,,,unknown,3,FALSE,FALSE,FALSE,FALSE
Carpobrotus fourcadei,,Carpobrotus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carpobrotus glaucescens,,Carpobrotus,,,herb,2,FALSE,FALSE,FALSE,FALSE
Carpodetus serratus,,Carpodetus,,,tree,24,FALSE,FALSE,FALSE,FALSE
Carpodiptera africana,,Carpodiptera,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpolobia alba,,Carpolobia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Carpolobia goetzei,,Carpolobia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Carpolobia lutea,,Carpolobia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Carpotroche amazonica,,Carpotroche,,,tree,3,FALSE,FALSE,FALSE,FALSE
Carpotroche brasiliensis,,Carpotroche,,,tree,6,FALSE,FALSE,FALSE,FALSE
Carpotroche grandiflora,,Carpotroche,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carpotroche longifolia,,Carpotroche,,,tree,43,FALSE,FALSE,FALSE,FALSE
Carpotroche pacifica,,Carpotroche,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Carpotroche platyptera,,Carpotroche,,,tree,6,TRUE,FALSE,FALSE,FALSE
Carpotroche ramosii,,Carpotroche,,,tree,2,FALSE,FALSE,FALSE,FALSE
Carpotroche surinamensis,,Carpotroche,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carrichtera annua,,Carrichtera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carruanthus ringens,,Carruanthus,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Carsonia sparsifolia,,Carsonia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus atractyloides,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus creticus,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus flavescens,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus lanatus,,Carthamus,,,herb,2,FALSE,FALSE,FALSE,FALSE
Carthamus leucocaulos,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus oxyacantha,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus oxyacanthus,,Carthamus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carthamus tinctorius,,Carthamus,,,herb,2,FALSE,FALSE,FALSE,FALSE
Cartonema spicatum,,Cartonema,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carum buriaticum,,Carum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carum carvi,,Carum,,,herb,2,FALSE,FALSE,FALSE,FALSE
Carum copticum,,Carum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Carumbium amboinicum,,Carumbium,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carvalhoa campanulata,,Carvalhoa,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Carya alba,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya aquatica,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya cathayensis,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya cordiformis,,Carya,,,tree,50,FALSE,FALSE,FALSE,FALSE
Carya floridana,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya glabra,,Carya,,,tree,63,FALSE,FALSE,FALSE,FALSE
Carya illinoiensis,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya illinoinensis,,Carya,,,tree,5,FALSE,FALSE,FALSE,FALSE
Carya laciniosa,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya myristiciformis,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya ovalis,,Carya,,,tree,26,FALSE,FALSE,FALSE,FALSE
Carya ovata,,Carya,,,tree,98,FALSE,FALSE,FALSE,FALSE
Carya pallida,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya palmeri,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya texana,,Carya,,,tree,1,FALSE,FALSE,FALSE,FALSE
Carya tomentosa,,Carya,,,tree,36,FALSE,FALSE,FALSE,FALSE
Caryocar amygdaliferum,,Caryocar,,,tree,3,FALSE,FALSE,FALSE,FALSE
Caryocar amygdaliforme,,Caryocar,,,tree,4,FALSE,FALSE,FALSE,FALSE
Caryocar brasiliense,,Caryocar,,,shrub,13,TRUE,FALSE,FALSE,FALSE
Caryocar coriaceum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar costaricense,,Caryocar,,,tree,3,FALSE,FALSE,FALSE,FALSE
Caryocar dentatum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar edule,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar glabrum,,Caryocar,,,tree,20,FALSE,FALSE,FALSE,FALSE
Caryocar gracile,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar harlingii,,Caryocar,,,tree,5,FALSE,FALSE,FALSE,FALSE
Caryocar microcarpum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar montanum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar nuciferum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryocar pallidum,,Caryocar,,,tree,2,FALSE,FALSE,FALSE,FALSE
Caryocar villosum,,Caryocar,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis burgeri,,Caryodaphnopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis cogolloi,,Caryodaphnopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis fosteri,,Caryodaphnopsis,,,tree,11,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis inaequalis,,Caryodaphnopsis,,,tree,3,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis theobromifolia,,Caryodaphnopsis,,,tree,7,FALSE,FALSE,FALSE,FALSE
Caryodaphnopsis tomentosa,,Caryodaphnopsis,,,tree,3,FALSE,FALSE,FALSE,FALSE
Caryodendron amazonicum,,Caryodendron,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryodendron angustifolium,,Caryodendron,,,tree,2,FALSE,FALSE,FALSE,FALSE
Caryodendron grandifolium,,Caryodendron,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryodendron orinocense,,Caryodendron,,,tree,8,FALSE,FALSE,FALSE,FALSE
Caryomene foveolata,,Caryomene,,,vine,1,FALSE,FALSE,FALSE,FALSE
Caryomene grandifolia,,Caryomene,,,vine,1,FALSE,FALSE,FALSE,FALSE
Caryomene olivascens,,Caryomene,,,vine,1,FALSE,FALSE,FALSE,FALSE
Caryomene prumnoides,,Caryomene,,,vine,1,FALSE,FALSE,FALSE,FALSE
Caryopteris bicolor,,Caryopteris,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Caryopteris mongholica,,Caryopteris,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Caryopteris paniculata,,Caryopteris,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Caryota maxima,,Caryota,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryota mitis,,Caryota,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryota monostachys,,Caryota,,,tree,1,FALSE,FALSE,FALSE,FALSE
Caryota rumphiana,,Caryota,,,tree,3,FALSE,FALSE,FALSE,FALSE
Caryota urens,,Caryota,,,tree,6,FALSE,FALSE,FALSE,FALSE
Cascabela thevetia,,Cascabela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cascabela thevetioides,,Cascabela,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cascadia nuttallii,,Cascadia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cascaronia astragalina,,Cascaronia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Casearia aculeata,,Casearia,,,tree,29,TRUE,FALSE,FALSE,FALSE
Casearia acuminata,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia arborea,,Casearia,,,tree,742,TRUE,FALSE,FALSE,FALSE
Casearia arguta,,Casearia,,,tree,13,FALSE,FALSE,FALSE,FALSE
Casearia atlantica,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia bartlettii,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia battiscombei,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia cajambrensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia capitellata,,Casearia,,,tree,4,FALSE,FALSE,FALSE,FALSE
Casearia combaymensis,,Casearia,,,tree,5,FALSE,FALSE,FALSE,FALSE
Casearia commersoniana,,Casearia,,,tree,35,FALSE,FALSE,FALSE,FALSE
Casearia coriacea,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia corymbosa,,Casearia,,,tree,29,FALSE,FALSE,FALSE,FALSE
Casearia decandra,,Casearia,,,tree,23,FALSE,FALSE,FALSE,FALSE
Casearia disticha,,Casearia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Casearia duckeana,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia elegans,,Casearia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Casearia emarginata,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia fasciculata,,Casearia,,,tree,37,FALSE,FALSE,FALSE,FALSE
Casearia fuliginosa,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia gladiiformis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia gossypiosperma,,Casearia,,,tree,297,TRUE,FALSE,FALSE,FALSE
Casearia grandiflora,,Casearia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Casearia guevarana,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia guianensis,,Casearia,,,tree,11,FALSE,FALSE,FALSE,FALSE
Casearia hirsuta,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia javitensis,,Casearia,,,tree,65,TRUE,FALSE,FALSE,FALSE
Casearia lopeziana,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia macrantha,,Casearia,,,tree,20,FALSE,FALSE,FALSE,FALSE
Casearia manausensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia mariquitensis,,Casearia,,,tree,9,FALSE,FALSE,FALSE,FALSE
Casearia megacarpa,,Casearia,,,tree,6,FALSE,FALSE,FALSE,FALSE
Casearia membranacea,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia mestrensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia mexiae,,Casearia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Casearia mollis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia negrensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia nigrescens,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia nigricans,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia nigricolor,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia obovalis,,Casearia,,,tree,24,FALSE,FALSE,FALSE,FALSE
Casearia obovata,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia paranaensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia pitumba,,Casearia,,,tree,24,FALSE,FALSE,FALSE,FALSE
Casearia praecox,,Casearia,,,tree,30,FALSE,FALSE,FALSE,FALSE
Casearia prunifolia,,Casearia,,,tree,39,FALSE,FALSE,FALSE,FALSE
Casearia puberula,,Casearia,,,tree,4,FALSE,FALSE,FALSE,FALSE
Casearia quinduensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia rupestris,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia rusbyana,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia singularis,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia spruceana,,Casearia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Casearia sylvestris,,Casearia,,,tree,150,TRUE,FALSE,FALSE,FALSE
Casearia tacanensis,,Casearia,,,tree,8,FALSE,FALSE,FALSE,FALSE
Casearia tachirensis,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia tomentosa,,Casearia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Casearia tremula,,Casearia,,,tree,11,FALSE,FALSE,FALSE,FALSE
Casearia uleana,,Casearia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Casearia ulmifolia,,Casearia,,,tree,39,FALSE,FALSE,FALSE,FALSE
Casearia vareca,,Casearia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Casearia williamsiana,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casearia zahlbruckneri,,Casearia,,,tree,5,FALSE,FALSE,FALSE,FALSE
Casearia zizyphoides,,Casearia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casimirella ampla,,Casimirella,,,vine,101,FALSE,FALSE,FALSE,FALSE
Casimirella crispula,,Casimirella,,,vine,1,FALSE,FALSE,FALSE,FALSE
Casimirella guaranitica,,Casimirella,,,herb,1,FALSE,FALSE,FALSE,FALSE
Casimiroa edulis,,Casimiroa,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casimiroa greggii,,Casimiroa,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casimiroa sapota,,Casimiroa,,,tree,1,FALSE,FALSE,FALSE,FALSE
Casimiroa tetrameria,,Casimiroa,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassebeera pinnata,,Cassebeera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassia abbreviata,,Cassia,,,tree,3,TRUE,FALSE,FALSE,FALSE
Cassia afrofistula,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia agnes,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia artemisioides,,Cassia,,,unknown,2,FALSE,FALSE,FALSE,FALSE
Cassia auriculata,,Cassia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassia circinnata,,Cassia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Cassia cowanii,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia eremophila,,Cassia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Cassia fastuosa,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia ferruginea,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia fistula,,Cassia,,,tree,8,FALSE,FALSE,FALSE,FALSE
Cassia floribunda,,Cassia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassia grandis,,Cassia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassia hebecarpa,,Cassia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassia helmsii,,Cassia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Cassia javanica,,Cassia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassia leiandra,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia marilandica,,Cassia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassia mimosoides,,Cassia,,,herb,3,TRUE,FALSE,FALSE,FALSE
Cassia mollissima,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia moschata,,Cassia,,,tree,7,FALSE,FALSE,FALSE,FALSE
Cassia nemophila,,Cassia,,,unknown,2,FALSE,FALSE,FALSE,FALSE
Cassia oligophylla,,Cassia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Cassia orcuttii,,Cassia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassia phyllodinea,,Cassia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Cassia rubriflora,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia sieberiana,,Cassia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassia spruceana,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassia sturtii,,Cassia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassia swartzioides,,Cassia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassida altissima,,Cassida,,,herb,1,FALSE,FALSE,FALSE,FALSE
Cassida hastifolia,,Cassida,,,aquatic,1,FALSE,FALSE,FALSE,FALSE
Cassine australis,,Cassine,,,tree,3,TRUE,FALSE,FALSE,FALSE
Cassine crocea,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine dentata,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine eucleiformis,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine fruticosa,,Cassine,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassine glauca,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine hookeriana,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine matabelicum,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine paniculata,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine papillosa,,Cassine,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassine peragua,,Cassine,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassine schinoides,,Cassine,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassine transvaalensis,,Cassine,,,tree,3,FALSE,FALSE,FALSE,FALSE
Cassine xylocarpa,,Cassine,,,tree,2,FALSE,FALSE,FALSE,FALSE
Cassinia aculeata,,Cassinia,,,shrub,3,FALSE,FALSE,FALSE,FALSE
Cassinia aureonitens,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia compacta,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia cunninghamii,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia denticulata,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia laevis,,Cassinia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Cassinia leptophylla,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia tenuifolia,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassinia uncata,,Cassinia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassiope fastigiata,,Cassiope,,,shrub,2,TRUE,FALSE,FALSE,FALSE
Cassiope hypnoides,,Cassiope,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassiope lycopodioides,,Cassiope,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassiope mertensiana,,Cassiope,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassiope stelleriana,,Cassiope,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassiope tetragona,,Cassiope,,,shrub,6,FALSE,FALSE,FALSE,FALSE
Cassipourea barteri,,Cassipourea,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassipourea congoensis,,Cassipourea,,,tree,3,TRUE,FALSE,FALSE,FALSE
Cassipourea dinklagei,,Cassipourea,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassipourea elliptica,,Cassipourea,,,tree,39,FALSE,FALSE,FALSE,FALSE
Cassipourea guianensis,,Cassipourea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassipourea gummiflua,,Cassipourea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassipourea lanceolata,,Cassipourea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassipourea malosana,,Cassipourea,,,tree,3,TRUE,FALSE,FALSE,FALSE
Cassipourea mossambicensis,,Cassipourea,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassipourea peruviana,,Cassipourea,,,tree,5,FALSE,FALSE,FALSE,FALSE
Cassipourea ruwensorensis,,Cassipourea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Cassipourea schizocalyx,,Cassipourea,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Cassipourea zenkeri,,Cassipourea,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Cassytha ciliolata,,Cassytha,,,herb,4,TRUE,FALSE,FALSE,FALSE
Cassytha filiformis,,Cassytha,,,epiphyte,29,TRUE,FALSE,FALSE,FALSE
Cassytha pubescens,,Cassytha,,,parasite,1,FALSE,FALSE,FALSE,FALSE
Castalia tetragona,,Castalia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castanea crenata,,Castanea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanea dentata,,Castanea,,,tree,8,FALSE,FALSE,FALSE,FALSE
Castanea mollissima,,Castanea,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanea sativa,,Castanea,,,tree,3,FALSE,FALSE,FALSE,FALSE
Castanea seguinii,,Castanea,,,tree,2,TRUE,FALSE,FALSE,FALSE
Castanola paradoxa,,Castanola,,,vine,7,FALSE,FALSE,FALSE,FALSE
Castanopsis acuminatissima,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis armata,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis borneensis,,Castanopsis,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanopsis calathiformis,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis carlesii,,Castanopsis,,,tree,44,FALSE,FALSE,FALSE,FALSE
Castanopsis ceratacantha,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis chinensis,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis concinna,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis cuspidata,,Castanopsis,,,tree,27,FALSE,FALSE,FALSE,FALSE
Castanopsis delavayi,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis echidnocarpa,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis echinocarpa,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis eyrei,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis faberi,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis fargesii,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis fissa,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis hystrix,,Castanopsis,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanopsis indica,,Castanopsis,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanopsis jucunda,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis mekongensis,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis motleyana,,Castanopsis,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanopsis orthacantha,,Castanopsis,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanopsis platyacantha,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis purpurella,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis schefferiana,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis sclerophylla,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis sieboldii,,Castanopsis,,,tree,4,FALSE,FALSE,FALSE,FALSE
Castanopsis tibetana,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis tribuloides,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanopsis tungurrut,,Castanopsis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Castanospermum australe,,Castanospermum,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castanospora alphandi,,Castanospora,,,tree,2,FALSE,FALSE,FALSE,FALSE
Castela coccinea,,Castela,,,tree,26,TRUE,FALSE,FALSE,FALSE
Castela erecta,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela galapageia,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela polyandra,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela retusa,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela stewartii,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela texana,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela tortuosa,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castela tweedii,,Castela,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Castellia tuberculosa,,Castellia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilla elastica,,Castilla,,,tree,64,FALSE,FALSE,FALSE,FALSE
Castilla tunu,,Castilla,,,tree,9,FALSE,FALSE,FALSE,FALSE
Castilla ulei,,Castilla,,,tree,68,FALSE,FALSE,FALSE,FALSE
Castilleja affinis,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja ambigua,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja annua,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja applegatei,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja aquariensis,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja arachnoidea,,Castilleja,,,herb,3,FALSE,FALSE,FALSE,FALSE
Castilleja arvensis,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja attenuata,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja aurea,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja austromontana,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja brevistyla,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja campestris,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja caudata,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja cerroana,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja cervina,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja chiapensis,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
Castilleja chlorotica,,Castilleja,,,herb,1,FALSE,FALSE,FALSE,FALSE
