"source_provider","provider_dataset_id","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale","doi","paper_url","data_links","fetch_chunk","query_source"
"scientific_data","10.1038/sdata.2016.60","2016-08","Single-shot diffraction data from the Mimivirus particle using an X-ray free-electron laser","Tomas Ekeberg; Martin Svenda; M. Marvin Seibert; Chantal Abergel; Filipe R.N.C. Maia; Virginie Seltzer; Daniel P. DePonte; Andrew Aquila; Jakob Andreasson; Bianca Iwan; Olof Jönsson; Daniel Westphal; Duško Odić; Inger Andersson; Anton Barty; Meng Liang; Andrew V. Martin; Lars Gumprecht; Holger Fleckenstein; Saša Bajt; Miriam Barthelmess; Nicola Coppola; Jean-Michel Claverie; N. Duane Loh; Christoph Bostedt; John D. Bozek; Jacek Krzywinski; Marc Messerschmidt; Michael J. Bogan; Christina Y. Hampton; Raymond G. Sierra; Matthias Frank; Robert L. Shoeman; Lukas Lomb; Lutz Foucar; Sascha W. Epp; Daniel Rolles; Artem Rudenko; Robert Hartmann; Andreas Hartmann; Nils Kimmel; Peter Holl; Georg Weidenspointner; Benedikt Rudek; Benjamin Erk; Stephan Kassemeyer; Ilme Schlichting; Lothar Strüder; Joachim Ullrich; Carlo Schmidt; Faton Krasniqi; Günter Hauser; Christian Reich; Heike Soltau; Sebastian Schorb; Helmut Hirsemann; Cornelia Wunderer; Heinz Graafsma; Henry Chapman; Janos Hajdu","<jats:title>Abstract</jats:title><jats:p>Free-electron lasers (FEL) hold the potential to revolutionize structural biology by producing X-ray pules short enough to outrun radiation damage, thus allowing imaging of biological samples without the limitation from radiation damage. Thus, a major part of the scientific case for the first FELs was three-dimensional (3D) reconstruction of non-crystalline biological objects. In a recent publication we demonstrated the first 3D reconstruction of a biological object from an X-ray FEL using this technique. The sample was the giant Mimivirus, which is one of the largest known viruses with a diameter of 450 nm. Here we present the dataset used for this successful reconstruction. Data-analysis methods for single-particle imaging at FELs are undergoing heavy development but data collection relies on very limited time available through a highly competitive proposal process. This dataset provides experimental data to the entire community and could boost algorithm development and provide a benchmark dataset for new algorithms.</jats:p>",,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2016.60","https://doi.org/10.1038/sdata.2016.60",,"2016-08","crossref"
"scientific_data","10.1038/sdata.2016.74","2016-08","Unveiling the geography of historical patents in the United States from 1836 to 1975","Sergio Petralia; Pierre-Alexandre Balland; David L. Rigby","<jats:title>Abstract</jats:title><jats:p>It is clear that technology is a key driver of economic growth. Much less clear is where new technologies are produced and how the geography of U.S. invention has changed over the last two hundred years. Patent data report the geography, history, and technological characteristics of invention. However, those data have only recently become available in digital form and at the present time there exists no comprehensive dataset on the geography of knowledge production in the United States prior to 1975. The database presented in this paper unveils the geography of historical patents granted by the United States Patent and Trademark Office (USPTO) from 1836 to 1975. This historical dataset, HistPat, is constructed using digitalized records of original patent documents that are publicly available. We describe a methodological procedure that allows recovery of geographical information on patents from the digital records. HistPat can be used in different disciplines ranging from geography, economics, history, network science, and science and technology studies. Additionally, it is easily merged with post-1975 USPTO digital patent data to extend it until today.</jats:p>",,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2016.74","https://doi.org/10.1038/sdata.2016.74",,"2016-08","crossref"
"scientific_data","10.1038/sdata.2016.73","2016-08","Combinatory annotation of cell membrane receptors and signalling pathways of Bombyx mori prothoracic glands","Panagiotis Moulos; Martina Samiotaki; George Panayotou; Skarlatos G. Dedos","<jats:title>Abstract</jats:title><jats:p>The cells of prothoracic glands (PG) are the main site of synthesis and secretion of ecdysteroids, the biochemical products of cholesterol conversion to steroids that shape the morphogenic development of insects. Despite the availability of genome sequences from several insect species and the extensive knowledge of certain signalling pathways that underpin ecdysteroidogenesis, the spectrum of signalling molecules and ecdysteroidogenic cascades is still not fully comprehensive. To fill this gap and obtain the complete list of cell membrane receptors expressed in PG cells, we used combinatory bioinformatic, proteomic and transcriptomic analysis and quantitative PCR to annotate and determine the expression profiles of genes identified as putative cell membrane receptors of the model insect species, <jats:italic>Bombyx mori</jats:italic>, and subsequently enrich the repertoire of signalling pathways that are present in its PG cells. The genome annotation dataset we report here highlights modules and pathways that may be directly involved in ecdysteroidogenesis and aims to disseminate data and assist other researchers in the discovery of the role of such receptors and their ligands.</jats:p>",,,,-24,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=3","10.1038/sdata.2016.73","https://doi.org/10.1038/sdata.2016.73","10.6084/m9.figshare.3420235, 10.6084/m9.figshare.3420412, 10.6084/m9.figshare.3420319","2016-08","crossref"
"scientific_data","10.1038/sdata.2016.64","2016-08","Coherent diffraction of single Rice Dwarf virus particles using hard X-rays at the Linac Coherent Light Source","Anna Munke; Jakob Andreasson; Andrew Aquila; Salah Awel; Kartik Ayyer; Anton Barty; Richard J. Bean; Peter Berntsen; Johan Bielecki; Sébastien Boutet; Maximilian Bucher; Henry N. Chapman; Benedikt J. Daurer; Hasan DeMirci; Veit Elser; Petra Fromme; Janos Hajdu; Max F. Hantke; Akifumi Higashiura; Brenda G. Hogue; Ahmad Hosseinizadeh; Yoonhee Kim; Richard A. Kirian; Hemanth K.N. Reddy; Ti-Yen Lan; Daniel S.D. Larsson; Haiguang Liu; N. Duane Loh; Filipe R.N.C. Maia; Adrian P. Mancuso; Kerstin Mühlig; Atsushi Nakagawa; Daewoong Nam; Garrett Nelson; Carl Nettelblad; Kenta Okamoto; Abbas Ourmazd; Max Rose; Gijs van der Schot; Peter Schwander; M. Marvin Seibert; Jonas A. Sellberg; Raymond G. Sierra; Changyong Song; Martin Svenda; Nicusor Timneanu; Ivan A. Vartanyants; Daniel Westphal; Max O. Wiedorn; Garth J. Williams; Paulraj Lourdu Xavier; Chun Hong Yoon; James Zook","<jats:title>Abstract</jats:title><jats:p>Single particle diffractive imaging data from Rice Dwarf Virus (RDV) were recorded using the Coherent X-ray Imaging (CXI) instrument at the Linac Coherent Light Source (LCLS). RDV was chosen as it is a well-characterized model system, useful for proof-of-principle experiments, system optimization and algorithm development. RDV, an icosahedral virus of about 70 nm in diameter, was aerosolized and injected into the approximately 0.1 μm diameter focused hard X-ray beam at the CXI instrument of LCLS. Diffraction patterns from RDV with signal to 5.9 Ångström were recorded. The diffraction data are available through the Coherent X-ray Imaging Data Bank (CXIDB) as a resource for algorithm development, the contents of which are described here.</jats:p>",,,,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2016.64","https://doi.org/10.1038/sdata.2016.64",,"2016-08","crossref"
"scientific_data","10.1038/sdata.2016.65","2016-08","Fractionation of parietal function in bistable perception probed with concurrent TMS-EEG","Georg Schauer; Acer Chang; David Schwartzman; Charlotte L. Rae; Heather Iriye; Anil K. Seth; Ryota Kanai","<jats:title>Abstract</jats:title><jats:p>When visual input has conflicting interpretations, conscious perception can alternate spontaneously between these possible interpretations. This is called bistable perception. Previous neuroimaging studies have indicated the involvement of two right parietal areas in resolving perceptual ambiguity (ant-SPLr and post-SPLr). Transcranial magnetic stimulation (TMS) studies that selectively interfered with the normal function of these regions suggest that they play opposing roles in this type of perceptual switch. In the present study, we investigated this fractionation of parietal function by use of combined TMS with electroencephalography (EEG). Specifically, while participants viewed either a bistable stimulus, a replay stimulus, or resting-state fixation, we applied single pulse TMS to either location independently while simultaneously recording EEG. Combined with participant’s individual structural magnetic resonance imaging (MRI) scans, this dataset allows for complex analyses of the effect of TMS on neural time series data, which may further elucidate the causal role of the parietal cortex in ambiguous perception.</jats:p>",,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2016.65","https://doi.org/10.1038/sdata.2016.65","10.5061/dryad.1nr07","2016-08","crossref"
"scientific_data","10.1038/sdata.2016.66","2016-08","Mapping internal connectivity through human migration in malaria endemic countries","Alessandro Sorichetta; Tom J. Bird; Nick W. Ruktanonchai; Elisabeth zu Erbach-Schoenberg; Carla Pezzulo; Natalia Tejedor; Ian C. Waldock; Jason D. Sadler; Andres J. Garcia; Luigi Sedda; Andrew J. Tatem","<jats:title>Abstract</jats:title><jats:p>Human mobility continues to increase in terms of volumes and reach, producing growing global connectivity. This connectivity hampers efforts to eliminate infectious diseases such as malaria through reintroductions of pathogens, and thus accounting for it becomes important in designing global, continental, regional, and national strategies. Recent works have shown that census-derived migration data provides a good proxy for internal connectivity, in terms of relative strengths of movement between administrative units, across temporal scales. To support global malaria eradication strategy efforts, here we describe the construction of an open access archive of estimated internal migration flows in endemic countries built through pooling of census microdata. These connectivity datasets, described here along with the approaches and methods used to create and validate them, are available both through the WorldPop website and the WorldPop Dataverse Repository.</jats:p>",,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2016.66","https://doi.org/10.1038/sdata.2016.66",,"2016-08","crossref"
"scientific_data","10.1038/sdata.2016.70","2016-08","Mean hydrography on the continental shelf from 26 repeat glider deployments along Southeastern Australia","Amandine Schaeffer; Moninya Roughan; Tim Austin; Jason D. Everett; David Griffin; Ben Hollings; Edward King; Alessandra Mantovanelli; Stuart Milburn; Benedicte Pasquer; Charitha Pattiaratchi; Robin Robertson; Dennis Stanley; Iain Suthers; Dana White","<jats:title>Abstract</jats:title><jats:p>Since 2008, 26 glider missions have been undertaken along the continental shelf of southeastern Australia. Typically these missions have spanned the continental shelf on the inshore edge of the East Australian Current from 29.5–33.5<jats:italic>°</jats:italic>S. This comprehensive dataset of over 33,600 CTD profiles from the surface to within 10 m of the bottom in water depths ranging 25–200 m provides new and unprecedented high resolution observations of the properties of the continental shelf waters adjacent to a western boundary current, straddling the region where it separates from the coast. The region is both physically and biologically significant, and is also in a hotspot of ocean warming. We present gridded mean fields for temperature, salinity and density, but also dissolved oxygen and chlorophyll-a fluorescence indicative of phytoplankton biomass. This data will be invaluable for understanding shelf stratification, circulation, biophysical and bio-geochemical interactions, as well as for the validation of high-resolution ocean models or serving as teaching material.</jats:p>",,,,-4,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=2; exclude_hits=1","10.1038/sdata.2016.70","https://doi.org/10.1038/sdata.2016.70",,"2016-08","crossref"
"scientific_data","10.1038/sdata.2016.77","2016-09","Correction: Corrigendum: Global positioning system survey data for active seismic and volcanic areas of eastern Sicily, 1994 to 2013","Alessandro Bonforte; Sonia Fagone; Carmelo Giardina; Simone Genovese; Gianpiero Aiesi; Francesco Calvagna; Massimo Cantarero; Orazio Consoli; Salvatore Consoli; Francesco Guglielmino; Biagio Puglisi; Giuseppe Puglisi; Benedetto Saraceno","<jats:p>Scientific Data 3:160062 doi: 10.1038/sdata.2016.62 (2016); Published 1 August 2016; Updated 13 September 2016 The authors regret that financial support for this Data Descriptor was not fully acknowledged. The Acknowledgements should have read:</jats:p>",,,,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2016.77","https://doi.org/10.1038/sdata.2016.77",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.76","2016-09","Building two indica rice reference genomes with PacBio long-read and Illumina paired-end sequencing data","Jianwei Zhang; Ling-Ling Chen; Shuai Sun; Dave Kudrna; Dario Copetti; Weiming Li; Ting Mu; Wen-Biao Jiao; Feng Xing; Seunghee Lee; Jayson Talag; Jia-Ming Song; Bogu Du; Weibo Xie; Meizhong Luo; Carlos Ernesto Maldonado; Jose Luis Goicoechea; Lizhong Xiong; Changyin Wu; Yongzhong Xing; Dao-xiu Zhou; Sibin Yu; Yu Zhao; Gongwei Wang; Yeisoo Yu; Yijie Luo; Beatriz Elena Padilla Hurtado; Ann Danowitz; Rod A. Wing; Qifa Zhang","<jats:title>Abstract</jats:title><jats:p>Over the past 30 years, we have performed many fundamental studies on two <jats:italic>Oryza sativa</jats:italic> subsp. <jats:italic>indica</jats:italic> varieties, Zhenshan 97 (ZS97) and Minghui 63 (MH63). To improve the resolution of many of these investigations, we generated two reference-quality reference genome assemblies using the most advanced sequencing technologies. Using PacBio SMRT technology, we produced over 108 (ZS97) and 174 (MH63) Gb of raw sequence data from 166 (ZS97) and 209 (MH63) pools of BAC clones, and generated ~97 (ZS97) and ~74 (MH63) Gb of paired-end whole-genome shotgun (WGS) sequence data with Illumina sequencing technology. With these data, we successfully assembled two platinum standard reference genomes that have been publicly released. Here we provide the full sets of raw data used to generate these two reference genome assemblies. These data sets can be used to test new programs for better genome assembly and annotation, aid in the discovery of new insights into genome structure, function, and evolution, and help to provide essential support to biological research in general.</jats:p>",,,,-24,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=3","10.1038/sdata.2016.76","https://doi.org/10.1038/sdata.2016.76",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.75","2016-09","Genomic resources for wild populations of the house mouse, Mus musculus and its close relative Mus spretus","Bettina Harr; Emre Karakoc; Rafik Neme; Meike Teschke; Christine Pfeifle; Željka Pezer; Hiba Babiker; Miriam Linnenbrink; Inka Montero; Rick Scavetta; Mohammad Reza Abai; Marta Puente Molins; Mathias Schlegel; Rainer G. Ulrich; Janine Altmüller; Marek Franitza; Anna Büntge; Sven Künzel; Diethard Tautz","<jats:title>Abstract</jats:title><jats:p>Wild populations of the house mouse (<jats:italic>Mus musculus</jats:italic>) represent the raw genetic material for the classical inbred strains in biomedical research and are a major model system for evolutionary biology. We provide whole genome sequencing data of individuals representing natural populations of <jats:italic>M. m. domesticus</jats:italic> (24 individuals from 3 populations), <jats:italic>M. m. helgolandicus</jats:italic> (3 individuals), <jats:italic>M. m. musculus</jats:italic> (22 individuals from 3 populations) and <jats:italic>M. spretus</jats:italic> (8 individuals from one population). We use a single pipeline to map and call variants for these individuals and also include 10 additional individuals of <jats:italic>M. m. castaneus</jats:italic> for which genomic data are publically available. In addition, RNAseq data were obtained from 10 tissues of up to eight adult individuals from each of the three <jats:italic>M. m. domesticus</jats:italic> populations for which genomic data were collected. Data and analyses are presented via tracks viewable in the UCSC or IGV genome browsers. We also provide information on available outbred stocks and instructions on how to keep them in the laboratory.</jats:p>",,,,-29,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=4","10.1038/sdata.2016.75","https://doi.org/10.1038/sdata.2016.75",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.80","2016-09","Surface energies of elemental crystals","Richard Tran; Zihan Xu; Balachandran Radhakrishnan; Donald Winston; Wenhao Sun; Kristin A. Persson; Shyue Ping Ong","<jats:title>Abstract</jats:title><jats:p>The surface energy is a fundamental property of the different facets of a crystal that is crucial to the understanding of various phenomena like surface segregation, roughening, catalytic activity, and the crystal’s equilibrium shape. Such surface phenomena are especially important at the nanoscale, where the large surface area to volume ratios lead to properties that are significantly different from the bulk. In this work, we present the largest database of calculated surface energies for elemental crystals to date. This database contains the surface energies of more than 100 polymorphs of about 70 elements, up to a maximum Miller index of two and three for non-cubic and cubic crystals, respectively. Well-known reconstruction schemes are also accounted for. The database is systematically improvable and has been rigorously validated against previous experimental and computational data where available. We will describe the methodology used in constructing the database, and how it can be accessed for further studies and design of materials.</jats:p>",,,,-3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=1; exclude_hits=1","10.1038/sdata.2016.80","https://doi.org/10.1038/sdata.2016.80","10.5061/dryad.f2n6f","2016-09","crossref"
"scientific_data","10.1038/sdata.2016.79","2016-09","Single-cell transcriptome and epigenomic reprogramming of cardiomyocyte-derived cardiac progenitor cells","Xin Chen; Tushar Chakravarty; Yiqiang Zhang; Xiaojin Li; Jiang F. Zhong; Charles Wang","<jats:title>Abstract</jats:title><jats:p>The molecular basis underlying the dedifferentiation of mammalian adult cardiomyocytes (ACMs) into myocyte-derived cardiac progenitor cells (mCPCs) during cardiac tissue regeneration is poorly understood. We present data integrating single-cell transcriptome and whole-genome DNA methylome analyses of mouse mCPCs to understand the epigenomic reprogramming governing their intrinsic cellular plasticity. Compared to parental cardiomyocytes, mCPCs display epigenomic reprogramming with many differentially-methylated regions, both hypermethylated and hypomethylated, across the entire genome. Correlating well with the methylome, our single-cell transcriptomic data show that the genes encoding cardiac structure and function proteins are remarkably down-regulated in mCPCs, while those for cell cycle, proliferation, and stemness are significantly up-regulated. In addition, implanting mCPCs into infarcted mouse myocardium improves cardiac function with augmented left ventricular ejection fraction. This dataset suggests that the cellular plasticity of mammalian cardiomyocytes is the result of a well-orchestrated epigenomic reprogramming and a subsequent global transcriptomic alteration. Understanding cardiomyocyte epigenomic reprogramming may enable the design of future clinical therapies that induce cardiac regeneration, and prevent heart failure.</jats:p>",,,,-26,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=0; exclude_hits=4","10.1038/sdata.2016.79","https://doi.org/10.1038/sdata.2016.79",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.85","2016-09","Long-term data set of small mammals from owl pellets in the Atlantic-Mediterranean transition area","Nora Escribano; David Galicia; Arturo H. Ariño; Carmen Escala","<jats:title>Abstract</jats:title><jats:p>We describe the pellet sampling data set from the Vertebrate Collection of the Museum of Zoology of the University of Navarra. This data set compiles all information about small mammals obtained from the analysis of owl pellets. The collection consists on skulls, mandibles, and some skeletons of 36 species of more than 72,000 georeferenced specimens. These specimens come from the Iberian Peninsula although most samples were collected in Navarra, a highly diverse transitional area of 10,000 kilometre square sitting across three biogeographical regions. The collection spans more than forty years and is still growing as a result of the establishment of a barn owl pellet monitoring network in 2015. The program will provide critical information about the evolution of the small mammals’ community in this transition zone as it changes over time.</jats:p>",,,,-8,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1","10.1038/sdata.2016.85","https://doi.org/10.1038/sdata.2016.85",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.83","2016-09","De novo transcriptome assembly databases for the butterfly orchid Phalaenopsis equestris","Shan-Ce Niu; Qing Xu; Guo-Qiang Zhang; Yong-Qiang Zhang; Wen-Chieh Tsai; Jui-Ling Hsu; Chieh-Kai Liang; Yi-Bo Luo; Zhong-Jian Liu","<jats:title>Abstract</jats:title><jats:p>Orchids are renowned for their spectacular flowers and ecological adaptations. After the sequencing of the genome of the tropical epiphytic orchid <jats:italic>Phalaenopsis equestris</jats:italic>, we combined Illumina HiSeq2000 for RNA-Seq and Trinity for <jats:italic>de novo</jats:italic> assembly to characterize the transcriptomes for 11 diverse <jats:italic>P. equestris</jats:italic> tissues representing the root, stem, leaf, flower buds, column, lip, petal, sepal and three developmental stages of seeds. Our aims were to contribute to a better understanding of the molecular mechanisms driving the analysed tissue characteristics and to enrich the available data for <jats:italic>P. equestris</jats:italic>. Here, we present three databases. The first dataset is the RNA-Seq raw reads, which can be used to execute new experiments with different analysis approaches. The other two datasets allow different types of searches for candidate homologues. The second dataset includes the sets of assembled unigenes and predicted coding sequences and proteins, enabling a sequence-based search. The third dataset consists of the annotation results of the aligned unigenes versus the Nonredundant (Nr) protein database, Kyoto Encyclopaedia of Genes and Genomes (KEGG) and Clusters of Orthologous Groups (COG) databases with low e-values, enabling a name-based search.</jats:p>",,,,-12,FALSE,"plant_hits=4; trait_hits=0; measurement_hits=0; exclude_hits=3","10.1038/sdata.2016.83","https://doi.org/10.1038/sdata.2016.83","10.5061/dryad.8253q","2016-09","crossref"
"scientific_data","10.1038/sdata.2016.84","2016-09","A global experimental dataset for assessing grain legume production","Charles Cernay; Elise Pelzer; David Makowski","<jats:title>Abstract</jats:title><jats:p>Grain legume crops are a significant component of the human diet and animal feed and have an important role in the environment, but the global diversity of agricultural legume species is currently underexploited. Experimental assessments of grain legume performances are required, to identify potential species with high yields. Here, we introduce a dataset including results of field experiments published in 173 articles. The selected experiments were carried out over five continents on 39 grain legume species. The dataset includes measurements of grain yield, aerial biomass, crop nitrogen content, residual soil nitrogen content and water use. When available, yields for cereals and oilseeds grown after grain legumes in the crop sequence are also included. The dataset is arranged into a relational database with nine structured tables and 198 standardized attributes. Tillage, fertilization, pest and irrigation management are systematically recorded for each of the 8,581 crop*field site*growing season*treatment combinations. The dataset is freely reusable and easy to update. We anticipate that it will provide valuable information for assessing grain legume production worldwide.</jats:p>",,,,0,FALSE,"plant_hits=2; trait_hits=0; measurement_hits=1; exclude_hits=1","10.1038/sdata.2016.84","https://doi.org/10.1038/sdata.2016.84","10.5061/dryad.mf42f","2016-09","crossref"
"scientific_data","10.1038/sdata.2016.86","2016-09","The Harvard organic photovoltaic dataset","Steven A. Lopez; Edward O. Pyzer-Knapp; Gregor N. Simm; Trevor Lutzow; Kewei Li; Laszlo R. Seress; Johannes Hachmann; Alán Aspuru-Guzik","<jats:title>Abstract</jats:title><jats:p>The Harvard Organic Photovoltaic Dataset (HOPV15) presented in this work is a collation of experimental photovoltaic data from the literature, and corresponding quantum-chemical calculations performed over a range of conformers, each with quantum chemical results using a variety of density functionals and basis sets. It is anticipated that this dataset will be of use in both relating electronic structure calculations to experimental observations through the generation of calibration schemes, as well as for the creation of new semi-empirical methods and the benchmarking of current and future model chemistries for organic electronic applications.</jats:p>",,,,-6,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=1; exclude_hits=1","10.1038/sdata.2016.86","https://doi.org/10.1038/sdata.2016.86","10.6084/m9.figshare.1610063","2016-09","crossref"
"scientific_data","10.1038/sdata.2016.81","2016-09","Next generation sequencing data of a defined microbial mock community","Esther Singer; Bill Andreopoulos; Robert M. Bowers; Janey Lee; Shweta Deshpande; Jennifer Chiniquy; Doina Ciobanu; Hans-Peter Klenk; Matthew Zane; Christopher Daum; Alicia Clum; Jan-Fang Cheng; Alex Copeland; Tanja Woyke","<jats:title>Abstract</jats:title><jats:p>Generating sequence data of a defined community composed of organisms with complete reference genomes is indispensable for the benchmarking of new genome sequence analysis methods, including assembly and binning tools. Moreover the validation of new sequencing library protocols and platforms to assess critical components such as sequencing errors and biases relies on such datasets. We here report the next generation metagenomic sequence data of a defined mock community (<jats:bold>M</jats:bold>ock <jats:bold>B</jats:bold>acteria <jats:bold>AR</jats:bold>chaea <jats:bold>C</jats:bold>ommunity; MBARC-26), composed of 23 bacterial and 3 archaeal strains with finished genomes. These strains span 10 phyla and 14 classes, a range of GC contents, genome sizes, repeat content and encompass a diverse abundance profile. Short read Illumina and long-read PacBio SMRT sequences of this mock community are described. These data represent a valuable resource for the scientific community, enabling extensive benchmarking and comparative evaluation of bioinformatics tools without the need to simulate data. As such, these data can aid in improving our current sequence data analysis toolkit and spur interest in the development of new tools.</jats:p>",,,,-32,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=4","10.1038/sdata.2016.81","https://doi.org/10.1038/sdata.2016.81",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.78","2016-09","Addendum: Spatiotemporal dataset on Chinese population distribution and its driving factors from 1949 to 2013","Lizhe Wang; Lajiao Chen",,,,,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0","10.1038/sdata.2016.78","https://doi.org/10.1038/sdata.2016.78",,"2016-09","crossref"
"scientific_data","10.1038/sdata.2016.91","2016-10","Iberian fish records in the vertebrate collection of the Museum of Zoology of the University of Navarra","Amaia A. Rodeles; David Galicia; Rafael Miranda","<jats:title>Abstract</jats:title><jats:p>The study of freshwater fish species biodiversity and community composition is essential for understanding river systems, the effects of human activities on rivers, and the changes these animals face. Conducting this type of research requires quantitative information on fish abundance, ideally with long-term series and fish body measurements. This Data Descriptor presents a collection of 12 datasets containing a total of 146,342 occurrence records of 41 freshwater fish species sampled in 233 localities of various Iberian river basins. The datasets also contain 148,749 measurement records (length and weight) for these fish. Data were collected in different sampling campaigns (from 1992 to 2015). Eleven datasets represent large projects conducted over several years, and another combines small sampling campaigns. The Iberian Peninsula contains high fish biodiversity, with numerous endemic species threatened by various menaces, such as water extraction and invasive species. These data may support the development of large biodiversity conservation studies.</jats:p>",,,,-11,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=1; exclude_hits=2","10.1038/sdata.2016.91","https://doi.org/10.1038/sdata.2016.91",,"2016-10","crossref"
"scientific_data","10.1038/sdata.2016.89","2016-10","Human whole genome genotype and transcriptome data for Alzheimer’s and other neurodegenerative diseases","Mariet Allen; Minerva M. Carrasquillo; Cory Funk; Benjamin D. Heavner; Fanggeng Zou; Curtis S. Younkin; Jeremy D. Burgess; High-Seng Chai; Julia Crook; James A. Eddy; Hongdong Li; Ben Logsdon; Mette A. Peters; Kristen K. Dang; Xue Wang; Daniel Serie; Chen Wang; Thuy Nguyen; Sarah Lincoln; Kimberly Malphrus; Gina Bisceglio; Ma Li; Todd E. Golde; Lara M. Mangravite; Yan Asmann; Nathan D. Price; Ronald C. Petersen; Neill R. Graff-Radford; Dennis W. Dickson; Steven G. Younkin; Nilüfer Ertekin-Taner","<jats:title>Abstract</jats:title><jats:p>Previous genome-wide association studies (GWAS), conducted by our group and others, have identified loci that harbor risk variants for neurodegenerative diseases, including Alzheimer's disease (AD). Human disease variants are enriched for polymorphisms that affect gene expression, including some that are known to associate with expression changes in the brain. Postulating that many variants confer risk to neurodegenerative disease via transcriptional regulatory mechanisms, we have analyzed gene expression levels in the brain tissue of subjects with AD and related diseases. Herein, we describe our collective datasets comprised of GWAS data from 2,099 subjects; microarray gene expression data from 773 brain samples, 186 of which also have RNAseq; and an independent cohort of 556 brain samples with RNAseq. We expect that these datasets, which are available to all qualified researchers, will enable investigators to explore and identify transcriptional mechanisms contributing to neurodegenerative diseases.</jats:p>",,,,-40,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=5","10.1038/sdata.2016.89","https://doi.org/10.1038/sdata.2016.89",,"2016-10","crossref"
