transect_id,plot,individual,herbivory
LTER.Pot.Hole.South,2,3,0
LTER.Pot.Hole.South,2,3,1
LTER.Pot.Hole.South,2,3,1
LTER.Pot.Hole.South,2,3,0
LTER.Pot.Hole.South,2,3,2
LTER.Pot.Hole.South,2,4,1
LTER.Pot.Hole.South,2,4,1
LTER.Pot.Hole.South,2,4,0
LTER.Pot.Hole.South,2,4,2
LTER.Pot.Hole.South,2,4,0
LTER.Pot.Hole.South,2,4,3
LTER.Pot.Hole.South,2,4,1
LTER.Pot.Hole.South,2,4,0
LTER.Pot.Hole.South,2,4,4
LTER.Pot.Hole.South,2,4,4
LTER.Pot.Hole.South,2,4,1
LTER.Pot.Hole.South,2,4,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,1
LTER.Pot.Hole.South,2,5,3
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,2
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,1
LTER.Pot.Hole.South,2,5,3
LTER.Pot.Hole.South,2,5,1
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,2
LTER.Pot.Hole.South,2,5,0
LTER.Pot.Hole.South,2,5,8
LTER.Pot.Hole.South,2,5,2
LTER.Pot.Hole.South,2,5,5
LTER.Pot.Hole.South,3,1,0
LTER.Pot.Hole.South,3,1,7
LTER.Pot.Hole.South,3,1,3
LTER.Pot.Hole.South,3,1,18
LTER.Pot.Hole.South,3,1,2
LTER.Pot.Hole.South,3,1,0
LTER.Pot.Hole.South,3,1,1
LTER.Pot.Hole.South,3,1,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,1
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,0
LTER.Pot.Hole.South,3,2,2
LTER.Pot.Hole.South,3,3,1
LTER.Pot.Hole.South,3,3,2
LTER.Pot.Hole.South,3,3,2
LTER.Pot.Hole.South,3,3,1
LTER.Pot.Hole.South,3,3,0
LTER.Pot.Hole.South,3,3,80
LTER.Pot.Hole.South,3,3,0
LTER.Pot.Hole.South,3,3,0
LTER.Pot.Hole.South,3,3,2
LTER.Pot.Hole.South,3,4,0
LTER.Pot.Hole.South,3,4,7
LTER.Pot.Hole.South,3,4,1
LTER.Pot.Hole.South,3,4,1
LTER.Pot.Hole.South,3,4,0
LTER.Pot.Hole.South,3,4,2
LTER.Pot.Hole.South,3,4,1
LTER.Pot.Hole.South,3,4,0
LTER.Pot.Hole.South,3,5,10
LTER.Pot.Hole.South,3,5,0
LTER.Pot.Hole.South,3,5,0
LTER.Pot.Hole.South,4,1,2
LTER.Pot.Hole.South,4,1,1
LTER.Pot.Hole.South,4,1,0
LTER.Pot.Hole.South,4,1,0
LTER.Pot.Hole.South,4,1,0
LTER.Pot.Hole.South,4,1,0
LTER.Pot.Hole.South,4,1,4
LTER.Pot.Hole.South,4,1,2
LTER.Pot.Hole.South,4,2,0
LTER.Pot.Hole.South,4,2,0
LTER.Pot.Hole.South,4,2,2
LTER.Pot.Hole.South,4,2,1
LTER.Pot.Hole.South,4,2,0
LTER.Pot.Hole.South,4,2,1
LTER.Pot.Hole.South,4,3,4
LTER.Pot.Hole.South,4,3,1
LTER.Pot.Hole.South,4,3,5
LTER.Pot.Hole.South,4,3,1
LTER.Pot.Hole.South,4,3,2
LTER.Pot.Hole.South,4,4,0
LTER.Pot.Hole.South,4,4,2
LTER.Pot.Hole.South,4,4,7
LTER.Pot.Hole.South,4,4,3
LTER.Pot.Hole.South,4,4,5
LTER.Pot.Hole.South,4,4,1
LTER.Pot.Hole.South,4,4,0
LTER.Pot.Hole.South,4,4,10
LTER.Pot.Hole.South,4,4,15
LTER.Pot.Hole.South,4,4,2
LTER.Pot.Hole.South,4,4,0
LTER.Pot.Hole.South,4,4,1
LTER.Pot.Hole.South,4,4,0
LTER.Pot.Hole.South,4,4,12
LTER.Pot.Hole.South,4,4,4
LTER.Pot.Hole.South,4,4,1
LTER.Pot.Hole.South,4,4,8
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,4,5,2
LTER.Pot.Hole.South,4,5,2
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,4,5,1
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,4,5,1
LTER.Pot.Hole.South,4,5,1
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,4,5,2
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,4,5,5
LTER.Pot.Hole.South,4,5,4
LTER.Pot.Hole.South,4,5,1
LTER.Pot.Hole.South,4,5,0
LTER.Pot.Hole.South,5,1,0
LTER.Pot.Hole.South,5,1,0
LTER.Pot.Hole.South,5,1,4
LTER.Pot.Hole.South,5,1,1
LTER.Pot.Hole.South,5,1,2
LTER.Pot.Hole.South,5,1,1
LTER.Pot.Hole.South,5,2,0
LTER.Pot.Hole.South,5,2,0
LTER.Pot.Hole.South,5,2,1
LTER.Pot.Hole.South,5,2,1
LTER.Pot.Hole.South,5,2,8
LTER.Pot.Hole.South,5,3,1
LTER.Pot.Hole.South,5,3,30
LTER.Pot.Hole.South,5,3,2
LTER.Pot.Hole.South,5,3,1
LTER.Pot.Hole.South,5,3,0
LTER.Pot.Hole.South,5,3,40
LTER.Pot.Hole.South,5,3,1
LTER.Pot.Hole.South,5,3,2
LTER.Pot.Hole.South,5,3,1
LTER.Pot.Hole.South,5,4,1
LTER.Pot.Hole.South,5,4,2
LTER.Pot.Hole.South,5,4,0
LTER.Pot.Hole.South,5,4,4
LTER.Pot.Hole.South,5,4,1
LTER.Pot.Hole.South,5,4,0
LTER.Pot.Hole.South,5,4,1
LTER.Pot.Hole.South,5,4,0
LTER.Pot.Hole.South,5,4,0
LTER.Pot.Hole.South,5,5,1
LTER.Pot.Hole.South,5,5,2
LTER.Pot.Hole.South,5,5,1
LTER.Pot.Hole.South,5,5,1
LTER.Pot.Hole.South,5,5,2
LTER.Pot.Hole.South,5,5,4
LTER.Pot.Hole.South,5,5,5
LTER.Pot.Hole.South,5,5,40
LTER.Pot.Hole.South,5,5,3
LTER.Pot.Hole.South,5,5,20
LTER.Pot.Hole.South,5,5,3
Reed.Canary.South,1,1,0
Reed.Canary.South,1,1,0
Reed.Canary.South,1,1,2
Reed.Canary.South,1,2,0
Reed.Canary.South,1,2,0
Reed.Canary.South,1,2,0
Reed.Canary.South,1,3,1
Reed.Canary.South,1,3,1
Reed.Canary.South,1,3,1
Reed.Canary.South,1,4,1
Reed.Canary.South,1,4,0
Reed.Canary.South,1,5,0
Reed.Canary.South,1,5,95
Reed.Canary.South,1,5,0
Reed.Canary.South,1,5,1
Reed.Canary.South,1,5,0
Reed.Canary.South,1,5,1
Reed.Canary.South,2,1,1
Reed.Canary.South,2,1,50
Reed.Canary.South,2,1,95
Reed.Canary.South,2,1,95
Reed.Canary.South,2,2,0
Reed.Canary.South,2,2,8
Reed.Canary.South,2,3,1
Reed.Canary.South,2,3,0
Reed.Canary.South,2,3,3
Reed.Canary.South,2,3,0
Reed.Canary.South,2,4,1
Reed.Canary.South,2,4,0
Reed.Canary.South,2,5,1
Reed.Canary.South,2,5,0
Reed.Canary.South,2,5,0
Reed.Canary.South,2,5,1
Reed.Canary.South,2,5,15
Reed.Canary.South,2,5,0
Reed.Canary.South,2,5,0
Reed.Canary.South,2,5,0
Reed.Canary.South,3,1,0
Reed.Canary.South,3,1,10
Reed.Canary.South,3,1,0
Reed.Canary.South,3,1,0
Reed.Canary.South,3,1,0
Reed.Canary.South,3,2,0
Reed.Canary.South,3,2,0
Reed.Canary.South,3,2,4
Reed.Canary.South,3,3,5
Reed.Canary.South,3,3,0
Reed.Canary.South,3,3,2
Reed.Canary.South,3,3,0
Reed.Canary.South,3,3,0
Reed.Canary.South,3,4,0
Reed.Canary.South,3,4,0
Reed.Canary.South,3,4,0
Reed.Canary.South,3,5,2
Reed.Canary.South,3,5,0
Reed.Canary.South,3,5,2
Reed.Canary.South,4,1,1
Reed.Canary.South,4,1,0
Reed.Canary.South,4,1,0
Reed.Canary.South,4,1,1
Reed.Canary.South,4,2,10
Reed.Canary.South,4,2,0
Reed.Canary.South,4,2,2
Reed.Canary.South,4,2,0
Reed.Canary.South,4,2,1
Reed.Canary.South,4,2,1
Reed.Canary.South,4,3,1
Reed.Canary.South,4,3,0
Reed.Canary.South,4,3,1
Reed.Canary.South,4,3,0
Reed.Canary.South,4,3,1
Reed.Canary.South,4,3,1
Reed.Canary.South,4,4,1
Reed.Canary.South,4,4,3
Reed.Canary.South,4,4,0
Reed.Canary.South,4,4,0
Reed.Canary.South,4,5,10
Reed.Canary.South,4,5,2
Reed.Canary.South,4,5,0
Reed.Canary.South,5,1,0
Reed.Canary.South,5,1,5
Reed.Canary.South,5,1,0
Reed.Canary.South,5,2,0
Reed.Canary.South,5,2,0
Reed.Canary.South,5,3,1
Reed.Canary.South,5,3,0
Reed.Canary.South,5,3,95
Reed.Canary.South,5,4,0
Reed.Canary.South,5,4,2
Reed.Canary.South,5,5,0
Reed.Canary.South,5,5,0
Reed.Canary.South,5,5,3
Reed.Canary.North,1,1,0
Reed.Canary.North,1,2,0
Reed.Canary.North,1,2,0
Reed.Canary.North,1,2,1
Reed.Canary.North,1,3,1
Reed.Canary.North,1,3,1
Reed.Canary.North,1,3,1
Reed.Canary.North,1,3,1
Reed.Canary.North,1,3,0
Reed.Canary.North,1,3,0
Reed.Canary.North,1,3,15
Reed.Canary.North,1,4,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,0
Reed.Canary.North,1,5,1
Reed.Canary.North,1,5,5
Reed.Canary.North,1,5,3
Reed.Canary.North,2,1,0
Reed.Canary.North,2,1,0
Reed.Canary.North,2,1,20
Reed.Canary.North,2,2,0
Reed.Canary.North,2,2,0
Reed.Canary.North,2,2,1
Reed.Canary.North,2,3,1
Reed.Canary.North,2,3,0
Reed.Canary.North,2,3,1
Reed.Canary.North,2,4,0
Reed.Canary.North,2,4,0
Reed.Canary.North,2,4,0
Reed.Canary.North,2,4,0
Reed.Canary.North,2,4,1
Reed.Canary.North,2,5,0
Reed.Canary.North,2,5,0
Reed.Canary.North,2,5,0
Reed.Canary.North,2,5,0
Reed.Canary.North,2,5,25
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,0
Reed.Canary.North,3,1,1
Reed.Canary.North,3,1,5
Reed.Canary.North,3,1,15
Reed.Canary.North,3,2,1
Reed.Canary.North,3,2,2
Reed.Canary.North,3,2,1
Reed.Canary.North,3,2,0
Reed.Canary.North,3,2,0
Reed.Canary.North,3,2,10
Reed.Canary.North,3,2,1
Reed.Canary.North,3,3,0
Reed.Canary.North,3,3,0
Reed.Canary.North,3,3,2
Reed.Canary.North,3,4,4
Reed.Canary.North,3,4,0
Reed.Canary.North,3,4,0
Reed.Canary.North,3,4,0
Reed.Canary.North,3,4,1
Reed.Canary.North,3,5,1
Reed.Canary.North,3,5,1
Reed.Canary.North,3,5,0
Reed.Canary.North,3,5,8
Reed.Canary.North,4,1,0
Reed.Canary.North,4,2,0
Reed.Canary.North,4,2,1
Reed.Canary.North,4,3,0
Reed.Canary.North,4,3,1
Reed.Canary.North,4,3,0
Reed.Canary.North,4,4,0
Reed.Canary.North,4,4,0
Reed.Canary.North,4,4,4
Reed.Canary.North,4,4,2
Reed.Canary.North,5,1,0
Reed.Canary.North,5,1,0
Reed.Canary.North,5,1,0
Reed.Canary.North,5,2,1
Reed.Canary.North,5,2,0
Reed.Canary.North,5,2,5
Wetland.South,1,1,6
Wetland.South,1,1,10
Wetland.South,1,1,0
Wetland.South,1,2,0
Wetland.South,1,2,0
Wetland.South,1,2,0
Wetland.South,1,2,0
Wetland.South,1,2,10
Wetland.South,1,3,1
Wetland.South,1,3,0
Wetland.South,1,3,0
Wetland.South,1,3,0
Wetland.South,1,4,0
Wetland.South,1,4,1
Wetland.South,1,4,2
Wetland.South,1,4,0
Wetland.South,1,4,1
Wetland.South,1,4,30
Wetland.South,1,5,4
Wetland.South,1,5,15
Wetland.South,1,5,0
Wetland.South,2,1,0
Wetland.South,2,1,20
Wetland.South,2,2,3
Wetland.South,2,2,0
Wetland.South,2,2,30
Wetland.South,2,2,10
Wetland.South,2,2,20
Wetland.South,2,2,5
Wetland.South,2,2,0
Wetland.South,2,2,0
Wetland.South,2,2,1
Wetland.South,3,avg,4.5
Wetland.South,4,avg,4.5
Wetland.South,5,4,0
Wetland.South,5,4,10
Wetland.South,5,4,0
Wetland.South,5,5,0
Wetland.South,5,5,0
Wetland.South,5,5,0
Wetland.South,5,5,1
Wetland.South,5,5,0
Wetland.North,1,1,0
Wetland.North,1,1,0
Wetland.North,1,1,0
Wetland.North,1,1,0
Wetland.North,1,1,0
Wetland.North,1,1,0
Wetland.North,1,1,1
Wetland.North,1,1,40
Wetland.North,1,2,0
Wetland.North,1,2,0
Wetland.North,1,2,0
Wetland.North,1,2,0
Wetland.North,1,2,0
Wetland.North,1,2,2
Wetland.North,1,2,1
Wetland.North,1,3,4
Wetland.North,1,3,0
Wetland.North,1,3,0
Wetland.North,1,3,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,0
Wetland.North,1,4,1
Wetland.North,1,4,10
Wetland.North,1,5,1
Wetland.North,1,5,2
Wetland.North,1,5,0
Wetland.North,1,5,0
Wetland.North,1,5,0
Wetland.North,1,5,0
Wetland.North,2,1,0
Wetland.North,2,1,0
Wetland.North,2,2,0
Wetland.North,2,2,0
Wetland.North,2,2,2
Wetland.North,2,3,0
Wetland.North,2,3,0
Wetland.North,2,3,2
Wetland.North,2,3,5
Wetland.North,2,3,1
Wetland.North,2,4,0
Wetland.North,2,4,0
Wetland.North,2,4,1
Wetland.North,2,4,20
Wetland.North,2,4,2
Wetland.North,2,5,0
Wetland.North,2,5,0
Wetland.North,2,5,0
Wetland.North,2,5,1
Wetland.North,2,5,1
Wetland.North,3,1,1
Wetland.North,3,1,1
Wetland.North,3,1,0
Wetland.North,3,1,10
Wetland.North,3,1,10
Wetland.North,3,1,5
Wetland.North,3,2,1
Wetland.North,3,2,1
Wetland.North,3,2,2
Wetland.North,3,2,0
Wetland.North,3,2,0
Wetland.North,3,2,0
Wetland.North,3,2,0
Wetland.North,3,2,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,3,0
Wetland.North,3,4,2
Wetland.North,3,4,0
Wetland.North,3,4,0
Wetland.North,3,4,0
Wetland.North,3,4,0
Wetland.North,3,4,0
Wetland.North,3,4,0
Wetland.North,3,5,0
Wetland.North,3,5,20
Wetland.North,4,1,0
Wetland.North,4,1,0
Wetland.North,4,1,3
Wetland.North,4,1,2
Wetland.North,4,1,20
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,2,0
Wetland.North,4,3,0
Wetland.North,4,3,0
Wetland.North,4,3,0
Wetland.North,4,3,0
Wetland.North,4,3,0
Wetland.North,4,3,3
Wetland.North,4,3,10
Wetland.North,4,4,0
Wetland.North,4,4,0
Wetland.North,4,5,0
Wetland.North,4,5,0
Wetland.North,4,5,0
Wetland.North,4,5,0
Wetland.North,4,5,0
Wetland.North,4,5,3
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,0
Wetland.North,5,1,1
Wetland.North,5,1,1
Wetland.North,5,1,10
Wetland.North,5,2,0
Wetland.North,5,2,0
Wetland.North,5,2,0
Wetland.North,5,2,95
Wetland.North,5,3,0
Wetland.North,5,3,0
Wetland.North,5,3,0
Wetland.North,5,3,0
Wetland.North,5,3,0
Wetland.North,5,3,0
Wetland.North,5,3,40
Wetland.North,5,3,50
Wetland.North,5,3,10
Wetland.North,5,4,0
Wetland.North,5,4,30
Wetland.North,5,5,0
Wetland.North,5,5,0
Wetland.North,5,5,3
Wetland.North,5,5,3
Soil.Pit.West,1,1,1
Soil.Pit.West,1,1,0
Soil.Pit.West,1,2,1
Soil.Pit.West,1,2,70
Soil.Pit.West,1,2,80
Soil.Pit.West,1,3,0
Soil.Pit.West,1,3,0
Soil.Pit.West,1,3,0
Soil.Pit.West,1,3,40
Soil.Pit.West,1,3,95
Soil.Pit.West,1,3,90
Soil.Pit.West,1,3,80
Soil.Pit.West,1,3,35
Soil.Pit.West,1,4,0
Soil.Pit.West,1,4,5
Soil.Pit.West,1,4,3
Soil.Pit.West,1,4,2
Soil.Pit.West,2,avg,29.52941176
Soil.Pit.West,3,avg,29.52941176
Soil.Pit.West,4,avg,29.52941176
Soil.Pit.West,5,avg,29.52941176
Soil.Pit.East ,1,1,0
Soil.Pit.East ,1,1,1
Soil.Pit.East ,1,2,0
Soil.Pit.East ,1,2,8
Soil.Pit.East ,1,2,0
Soil.Pit.East ,1,3,0
Soil.Pit.East ,1,3,0
Soil.Pit.East ,1,4,1
Soil.Pit.East ,1,4,0
Soil.Pit.East ,1,4,0
Soil.Pit.East ,1,4,1
Soil.Pit.East ,1,4,1
Soil.Pit.East ,1,5,1
Soil.Pit.East ,1,5,1
Soil.Pit.East ,1,5,1
Soil.Pit.East ,1,5,1
Soil.Pit.East ,1,5,0
Soil.Pit.East ,1,5,0
Soil.Pit.East ,2,1,0
Soil.Pit.East ,2,1,1
Soil.Pit.East ,2,1,0
Soil.Pit.East ,2,2,1
Soil.Pit.East ,2,2,2
Soil.Pit.East ,2,2,0
Soil.Pit.East ,2,2,1
Soil.Pit.East ,2,2,0
Soil.Pit.East ,2,2,35
Soil.Pit.East ,2,3,1
Soil.Pit.East ,2,3,1
Soil.Pit.East ,2,3,0
Soil.Pit.East ,2,3,1
Soil.Pit.East ,2,3,5
Soil.Pit.East ,2,3,2
Soil.Pit.East ,2,3,0
Soil.Pit.East ,2,3,2
Soil.Pit.East ,2,4,1
Soil.Pit.East ,2,4,0
Soil.Pit.East ,2,4,3
Soil.Pit.East ,2,4,3
Soil.Pit.East ,2,4,0
Soil.Pit.East ,2,4,0
Soil.Pit.East ,2,5,0
Soil.Pit.East ,2,5,0
Soil.Pit.East ,2,5,30
Soil.Pit.East ,2,5,5
Soil.Pit.East ,3,1,0
Soil.Pit.East ,3,1,2
Soil.Pit.East ,3,1,1
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,20
Soil.Pit.East ,3,2,5
Soil.Pit.East ,3,2,60
Soil.Pit.East ,3,2,40
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,2
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,2,0
Soil.Pit.East ,3,3,3
Soil.Pit.East ,3,3,0
Soil.Pit.East ,3,3,1
Soil.Pit.East ,3,3,1
Soil.Pit.East ,3,3,0
Soil.Pit.East ,3,4,0
Soil.Pit.East ,3,5,1
Soil.Pit.East ,3,5,2
Soil.Pit.East ,3,5,4
Soil.Pit.East ,4,1,0
Soil.Pit.East ,4,1,0
Soil.Pit.East ,4,1,0
Soil.Pit.East ,4,2,0
Soil.Pit.East ,4,2,0
Soil.Pit.East ,4,2,20
Soil.Pit.East ,4,3,0
Soil.Pit.East ,4,3,0
Soil.Pit.East ,4,3,70
Soil.Pit.East ,4,4,0
Soil.Pit.East ,4,4,0
Soil.Pit.East ,4,4,0
Soil.Pit.East ,4,5,0
Soil.Pit.East ,4,5,0
Soil.Pit.East ,4,5,0
Soil.Pit.East ,5,1,1
Soil.Pit.East ,5,1,0
Soil.Pit.East ,5,2,1
Soil.Pit.East ,5,2,70
Soil.Pit.East ,5,2,80
Soil.Pit.East ,5,3,0
Soil.Pit.East ,5,3,0
Soil.Pit.East ,5,3,0
Soil.Pit.East ,5,3,40
Soil.Pit.East ,5,3,95
Soil.Pit.East ,5,3,90
Soil.Pit.East ,5,3,80
Soil.Pit.East ,5,3,30
Soil.Pit.East ,5,4,0
Soil.Pit.East ,5,4,5
Soil.Pit.East ,5,4,3
Soil.Pit.East ,5,4,2
Soil.Pit.East ,5,5,0
Soil.Pit.East ,5,5,5
Soil.Pit.East ,5,5,0
Soil.Pit.East ,5,5,0
Soil.Pit.East ,5,5,0
Soil.Pit.East ,5,5,0
Soil.Pit.East ,5,5,0
Spruce.Lodge.East,1,1,0
Spruce.Lodge.East,1,1,0
Spruce.Lodge.East,1,1,0
Spruce.Lodge.East,1,1,0
Spruce.Lodge.East,1,1,1
Spruce.Lodge.East,1,1,15
Spruce.Lodge.East,1,2,0
Spruce.Lodge.East,1,2,0
Spruce.Lodge.East,1,2,0
Spruce.Lodge.East,1,2,1
Spruce.Lodge.East,1,3,3
Spruce.Lodge.East,1,3,10
Spruce.Lodge.East,1,3,0
Spruce.Lodge.East,1,3,0
Spruce.Lodge.East,1,4,0
Spruce.Lodge.East,1,4,0
Spruce.Lodge.East,1,4,0
Spruce.Lodge.East,1,4,0
Spruce.Lodge.East,1,5,1
Spruce.Lodge.East,1,5,0
Spruce.Lodge.East,1,5,0
Spruce.Lodge.East,2,1,3
Spruce.Lodge.East,2,1,0
Spruce.Lodge.East,2,1,0
Spruce.Lodge.East,2,2,0
Spruce.Lodge.East,2,2,0
Spruce.Lodge.East,2,2,2
Spruce.Lodge.East,2,2,30
Spruce.Lodge.East,2,3,0
Spruce.Lodge.East,2,3,0
Spruce.Lodge.East,2,4,0
Spruce.Lodge.East,2,4,0
Spruce.Lodge.East,2,5,0
Spruce.Lodge.East,2,5,0
Spruce.Lodge.East,2,5,2
Spruce.Lodge.East,2,5,10
Spruce.Lodge.East,2,5,35
Spruce.Lodge.East,3,1,70
Spruce.Lodge.East,3,1,5
Spruce.Lodge.East,3,1,0
Spruce.Lodge.East,3,2,1
Spruce.Lodge.East,3,2,4
Spruce.Lodge.East,3,3,1
Spruce.Lodge.East,3,3,1
Spruce.Lodge.East,3,3,20
Spruce.Lodge.East,3,4,1
Spruce.Lodge.East,3,4,10
Spruce.Lodge.East,3,5,0
Spruce.Lodge.East,3,5,0
Spruce.Lodge.East,3,5,0
Spruce.Lodge.East,4,1,2
Spruce.Lodge.East,4,1,5
Spruce.Lodge.East,4,2,0
Spruce.Lodge.East,4,2,1
Spruce.Lodge.East,4,2,1
Spruce.Lodge.East,4,2,3
Spruce.Lodge.East,4,2,5
Spruce.Lodge.East,4,3,0
Spruce.Lodge.East,4,3,0
Spruce.Lodge.East,4,3,0
Spruce.Lodge.East,4,3,0
Spruce.Lodge.East,4,4,1
Spruce.Lodge.East,4,4,0
Spruce.Lodge.East,4,5,0
Spruce.Lodge.East,4,5,0
Spruce.Lodge.East,4,5,1
Spruce.Lodge.East,4,5,2
Spruce.Lodge.East,5,1,0
Spruce.Lodge.East,5,1,1
Spruce.Lodge.East,5,2,1
Spruce.Lodge.East,5,2,4
Spruce.Lodge.East,5,2,0
Spruce.Lodge.East,5,2,0
Spruce.Lodge.East,5,3,0
Spruce.Lodge.East,5,3,0
Spruce.Lodge.East,5,3,1
Spruce.Lodge.East,5,3,2
Spruce.Lodge.East,5,3,2
Spruce.Lodge.East,5,4,1
Spruce.Lodge.East,5,4,2
Spruce.Lodge.East,5,4,1
Spruce.Lodge.East,5,4,0
Spruce.Lodge.East,5,5,0
Spruce.Lodge.East,5,5,0
Spruce.Lodge.East,5,5,0
Spruce.Lodge.East,5,5,0
Spruce.Lodge.East,5,5,0
Spruce.Lodge.East,5,5,2
Spruce.Lodge.West,1,1,5
Spruce.Lodge.West,1,1,10
Spruce.Lodge.West,1,1,3
Spruce.Lodge.West,1,1,30
Spruce.Lodge.West,1,1,95
Spruce.Lodge.West,1,2,2
Spruce.Lodge.West,1,2,0
Spruce.Lodge.West,1,2,4
Spruce.Lodge.West,1,2,4
Spruce.Lodge.West,1,3,1
Spruce.Lodge.West,1,3,50
Spruce.Lodge.West,1,3,2
Spruce.Lodge.West,1,4,12
Spruce.Lodge.West,1,4,3
Spruce.Lodge.West,1,4,0
Spruce.Lodge.West,1,5,1
Spruce.Lodge.West,1,5,15
Spruce.Lodge.West,2,1,30
Spruce.Lodge.West,2,1,0
Spruce.Lodge.West,2,1,0
Spruce.Lodge.West,2,2,20
Spruce.Lodge.West,2,2,0
Spruce.Lodge.West,2,2,15
Spruce.Lodge.West,2,2,10
Spruce.Lodge.West,2,3,0
Spruce.Lodge.West,2,3,0
Spruce.Lodge.West,2,3,5
Spruce.Lodge.West,2,3,2
Spruce.Lodge.West,2,3,1
Spruce.Lodge.West,2,4,4
Spruce.Lodge.West,2,4,8
Spruce.Lodge.West,2,4,0
Spruce.Lodge.West,2,4,10
Spruce.Lodge.West,2,4,0
Spruce.Lodge.West,2,4,0
Spruce.Lodge.West,2,4,1
Spruce.Lodge.West,2,4,1
Spruce.Lodge.West,2,4,1
Spruce.Lodge.West,2,4,5
Spruce.Lodge.West,2,4,4
Spruce.Lodge.West,2,4,2
Spruce.Lodge.West,2,4,12
Spruce.Lodge.West,2,5,4
Spruce.Lodge.West,2,5,0
Spruce.Lodge.West,3,1,1
Spruce.Lodge.West,3,1,0
Spruce.Lodge.West,3,1,1
Spruce.Lodge.West,3,2,1
Spruce.Lodge.West,3,2,2
Spruce.Lodge.West,3,2,2
Spruce.Lodge.West,3,2,60
Spruce.Lodge.West,3,3,0
Spruce.Lodge.West,3,3,1
Spruce.Lodge.West,3,3,10
Spruce.Lodge.West,3,4,1
Spruce.Lodge.West,3,4,9
Spruce.Lodge.West,3,4,90
Spruce.Lodge.West,3,4,90
Spruce.Lodge.West,3,4,1
Spruce.Lodge.West,3,4,0
Spruce.Lodge.West,3,5,0
Spruce.Lodge.West,3,5,1
Spruce.Lodge.West,3,5,1
Spruce.Lodge.West,4,1,0
Spruce.Lodge.West,4,1,1
Spruce.Lodge.West,4,1,0
Spruce.Lodge.West,4,1,2
