"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","source_citation","project_pi","verbatim_family","verbatim_scientific_name","name_submitted","family_matched","name_matched","name_matched_author","higher_plant_group","tnrs_warning","matched_taxonomic_status","scrubbed_taxonomic_status","scrubbed_family","scrubbed_genus","scrubbed_specific_epithet","scrubbed_taxon_name_no_author","scrubbed_taxon_canonical","scrubbed_author","scrubbed_taxon_name_with_author","scrubbed_species_binomial_with_morphospecies","access","id"
"Pinus ponderosa","whole plant growth form","Tree",NA,"Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.",NA,NA,NA,"http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract","Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K","engemann@bios.au.dk","Pinus ponderosa","Pinaceae Pinus ponderosa","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",4499603
"Pinus ponderosa","leaf area per leaf dry mass","16.5","m2.kg-1","area/dry mass (Cornelissen et al. 2003)",NA,NA,NA,"http://www.leda-traitbase.org/LEDAportal/","Kleyer M, Bekker RM, Knevel IC, et al. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora . Journal of Ecology 96: 1266-1274.","Michael Kleyer","michael.kleyer@uni-oldenburg.de","Pinus ponderosa","Pinus ponderosa","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",4598798
"Pinus ponderosa","whole plant height","3","m",NA,39.089476209775,-105.537609324026,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",4789053
"Pinus ponderosa","diameter at breast height (1.3 m)","74","cm",NA,37.671677269,-119.807326262,NA,NA,NA,"Todd Keeler-Wolf",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5145131
"Pinus ponderosa","diameter at breast height (1.3 m)","7.112","cm",NA,34.155447,-109.582849,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5157041
"Pinus ponderosa","diameter at breast height (1.3 m)","70.358","cm",NA,40.548094,-122.733212,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5158494
"Pinus ponderosa","diameter at breast height (1.3 m)","28.956","cm",NA,39.661568,-121.496421,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5159386
"Pinus ponderosa","diameter at breast height (1.3 m)","56.388","cm",NA,47.560785,-114.42075,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5195599
"Pinus ponderosa","diameter at breast height (1.3 m)","16","cm",NA,43.72991,-103.82983,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5241863
"Pinus ponderosa","diameter at breast height (1.3 m)","14.224","cm",NA,33.98,-109.66,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5254497
"Pinus ponderosa","diameter at breast height (1.3 m)","19.05","cm",NA,35.114371,-111.866459,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5255824
"Pinus ponderosa","diameter at breast height (1.3 m)","43.18","cm",NA,45.738308,-117.300391,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5308947
"Pinus ponderosa","diameter at breast height (1.3 m)","28.448","cm",NA,45.404684,-107.032294,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5391927
"Pinus ponderosa","diameter at breast height (1.3 m)","13.97","cm",NA,35.680263,-106.557566,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5402155
"Pinus ponderosa","diameter at breast height (1.3 m)","7.366","cm",NA,42.687573,-121.700741,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5407058
"Pinus ponderosa","diameter at breast height (1.3 m)","23","cm",NA,43.72991,-103.82983,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5423795
"Pinus ponderosa","diameter at breast height (1.3 m)","41.91","cm",NA,40.875224,-105.541206,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5454141
"Pinus ponderosa","diameter at breast height (1.3 m)","18.796","cm",NA,48.021191,-115.059892,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5490727
"Pinus ponderosa","diameter at breast height (1.3 m)","22","cm",NA,37.719422294,-119.658529713,NA,NA,NA,"Todd Keeler-Wolf",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5547979
"Pinus ponderosa","diameter at breast height (1.3 m)","87.884","cm",NA,38.597523,-120.311816,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5561453
"Pinus ponderosa","diameter at breast height (1.3 m)","13.716","cm",NA,44.58341,-120.80604,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5612948
"Pinus ponderosa","diameter at breast height (1.3 m)","5","cm",NA,36.3652131233685,-106.327366041647,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5632477
"Pinus ponderosa","diameter at breast height (1.3 m)","24","cm",NA,43.88193,-103.45135,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5644699
"Pinus ponderosa","diameter at breast height (1.3 m)","23","cm",NA,37.405974918,-113.140137313,NA,NA,NA,"Marion Reid",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5646167
"Pinus ponderosa","diameter at breast height (1.3 m)","16.256","cm",NA,35.826119,-113.048727,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5657771
"Pinus ponderosa","diameter at breast height (1.3 m)","21.844","cm",NA,36.447914,-109.16182,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5658141
"Pinus ponderosa","diameter at breast height (1.3 m)","31.75","cm",NA,38.853982,-105.179016,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5661471
"Pinus ponderosa","diameter at breast height (1.3 m)","61.722","cm",NA,33.973026,-109.155102,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5755388
"Pinus ponderosa","diameter at breast height (1.3 m)","41.148","cm",NA,35.337456,-111.773532,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5755905
"Pinus ponderosa","diameter at breast height (1.3 m)","11","cm",NA,44.59011,-104.71524,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5839857
"Pinus ponderosa","diameter at breast height (1.3 m)","34.544","cm",NA,39.918238,-122.760753,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5855048
"Pinus ponderosa","diameter at breast height (1.3 m)","35.56","cm",NA,44.748419,-116.561906,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5873706
"Pinus ponderosa","diameter at breast height (1.3 m)","60.96","cm",NA,45.05745,-119.35342,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5905949
"Pinus ponderosa","diameter at breast height (1.3 m)","12.4","cm",NA,43.614688928,-103.373164049,NA,NA,NA,"Hollis Marriott",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5948394
"Pinus ponderosa","diameter at breast height (1.3 m)","51.816","cm",NA,33.98,-109.66,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5960674
"Pinus ponderosa","diameter at breast height (1.3 m)","22.606","cm",NA,37.25029,-107.37406,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",5964108
"Pinus ponderosa","diameter at breast height (1.3 m)","13","cm",NA,43.72991,-103.82983,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",5999363
"Pinus ponderosa","diameter at breast height (1.3 m)","30.48","cm",NA,35.214177,-108.355238,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6009136
"Pinus ponderosa","diameter at breast height (1.3 m)","30.734","cm",NA,33.845523,-110.994786,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6059543
"Pinus ponderosa","diameter at breast height (1.3 m)","29.464","cm",NA,40.484784,-123.161977,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6061421
"Pinus ponderosa","diameter at breast height (1.3 m)","18.542","cm",NA,38.853982,-105.179016,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6062424
"Pinus ponderosa","diameter at breast height (1.3 m)","17.272","cm",NA,33.98,-109.66,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6156889
"Pinus ponderosa","diameter at breast height (1.3 m)","16.256","cm",NA,34.159575,-109.71187,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6157377
"Pinus ponderosa","diameter at breast height (1.3 m)","20","cm",NA,36.6135972636181,-106.084822105494,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",6242040
"Pinus ponderosa","diameter at breast height (1.3 m)","14","cm",NA,43.72991,-103.82983,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",6242534
"Pinus ponderosa","diameter at breast height (1.3 m)","15.9","cm",NA,43.614688928,-103.373164049,NA,NA,NA,"Hollis Marriott",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",6242594
"Pinus ponderosa","diameter at breast height (1.3 m)","40.894","cm",NA,34.283851,-110.916835,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6255628
"Pinus ponderosa","diameter at breast height (1.3 m)","22.098","cm",NA,34.390862,-110.396654,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6255755
"Pinus ponderosa","diameter at breast height (1.3 m)","34.036","cm",NA,41.629497,-121.501779,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6256227
"Pinus ponderosa","diameter at breast height (1.3 m)","14.478","cm",NA,38.257551,-106.475307,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6258150
"Pinus ponderosa","diameter at breast height (1.3 m)","43.942","cm",NA,33.873456,-107.656833,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6303824
"Pinus ponderosa","diameter at breast height (1.3 m)","13.716","cm",NA,48.165485,-117.620202,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",6334314
"Pinus ponderosa","diameter at breast height (1.3 m)","39","cm",NA,43.72991,-103.82983,NA,NA,NA,"Jim Drake",NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",6347462
